Date,와이지엔터테인먼트,비츠로셀,에스앤더블류,STX중공업,에이테크솔루션,에스앤에스텍,디아이,HLB,현대엘리베이,동원금속,성안,성우하이텍,동화기업,시노펙스,메디앙스,경창산업,KBI메탈,KB오토시스,홍구석유,웅진,모베이스전자,LS ELECTRIC,부방,화신,일지테크,세아베스틸지주,태경비케이,극동유화,아센디오,한올바이오파마
2023-05-16,1.7577854551785252,0.7282327516921377,0.5466439825243236,0.0847560351593451,0.41797439709666845,0.21205455035066434,0.29695927570563646,0.4385220707638281,0.3866102247227334,0.4058786340268993,0.5463585989152707,0.6325903777648361,0.2770450503129033,0.5795079988278509,0.11585382697821527,0.31350907594263655,0.5157536465695761,0.9362051752263685,0.06788476733796318,-0.007737410445669161,0.5881033397967435,0.2931806474718941,-0.04814616090282694,0.526911463651532,0.44679062235930955,0.13588143983464665,0.6609206597975396,0.10025449091927978,0.16011748078739776,0.49109483729015646
2023-05-17,1.772024228453443,0.7315060741143964,0.5466439825243236,0.10066060772395742,0.4853999662735511,0.2266075649036789,0.31979032593394696,0.3438172786007357,0.3866102247227334,0.4449897451380104,0.5463585989152707,0.6373073588969116,0.28797401206153717,0.5538258158422971,0.12716238917530734,0.31350907594263655,0.5157536465695761,0.9535280098720378,0.07510498394446138,-0.007737410445669161,0.5881033397967435,0.3043094233065523,-0.04814616090282694,0.49417336841343673,0.411347584384626,0.13588143983464665,0.6609206597975396,0.10571897179359672,0.16011748078739776,0.4888824479096255
2023-05-18,1.772024228453443,0.7179117293618135,0.5596156806375311,0.11435923786094372,0.4853999662735511,0.2696403517889248,0.31979032593394696,0.3577675023307389,0.3866102247227334,0.4449897451380104,0.5478806689304914,0.6373073588969116,0.28797401206153717,0.5538258158422971,0.12077261281747986,0.31507402116955363,0.5157536465695761,0.9535280098720378,0.08048132803048288,0.0020527993445406297,0.5881033397967435,0.3043094233065523,-0.04095191629851039,0.49417336841343673,0.3772268494764895,0.13588143983464665,0.6609206597975396,0.10843636309794455,0.15362397429389127,0.45784031930652125
2023-05-19,1.772024228453443,0.7223218726914716,0.57125712417653,0.14138626488797074,0.4853999662735511,0.24213544019756922,0.31979032593394696,0.3577675023307389,0.4004033281710092,0.43187785702612225,0.5478806689304914,0.6255426530145587,0.28797401206153717,0.5538258158422971,0.14971151956989143,0.31194902116955364,0.5157536465695761,0.9486340457611079,0.08404639041907469,0.0020527993445406297,0.541674768368172,0.3043094233065523,-0.03202334486993896,0.48624170276365025,0.4016833712156199,0.11534755893115589,0.6609206597975396,0.10979137664808004,0.15362397429389127,0.45784031930652125
2023-05-22,1.7940506601715047,0.7223218726914716,0.5678048802179569,0.14138626488797074,0.4853999662735511,0.26233746039958944,0.31979032593394696,0.3893649445797164,0.4004033281710092,0.41327732558236674,0.5478806689304914,0.6255426530145587,0.3101727435625943,0.5538258158422971,0.14971151956989143,0.31194902116955364,0.5157536465695761,0.910929127728321,0.08404639041907469,0.008229875528480231,0.5323114724880221,0.321797499618158,-0.03202334486993896,0.48624170276365025,0.4016833712156199,0.14260122769425862,0.655326254203134,0.10573183672927085,0.15362397429389127,0.534052790438161
2023-05-23,1.7940506601715047,0.7223218726914716,0.5678048802179569,0.14138626488797074,0.46140682145778417,0.26233746039958944,0.30015498231543364,0.3893649445797164,0.4004033281710092,0.41327732558236674,0.5208536419034644,0.6505426530145587,0.30603623890902654,0.545695734541484,0.14659625477238364,0.31194902116955364,0.5157536465695761,0.9398899454455272,0.10183998472512451,0.0007264648872796851,0.5323114724880221,0.343672499618158,-0.03202334486993896,0.5113488674911456,0.4016833712156199,0.14668286034731984,0.655326254203134,0.1016557497727491,0.15362397429389127,0.534052790438161
2023-05-24,1.7940506601715047,0.7223218726914716,0.5678048802179569,0.14138626488797074,0.45350515332784563,0.26233746039958944,0.30015498231543364,0.3893649445797164,0.4004033281710092,0.41327732558236674,0.5208536419034644,0.6505426530145587,0.30603623890902654,0.545695734541484,0.13878375477238364,0.31194902116955364,0.5157536465695761,0.9398899454455272,0.10533648822162801,0.0007264648872796851,0.49815587476506196,0.343672499618158,-0.03202334486993896,0.5113488674911456,0.4016833712156199,0.14668286034731984,0.655326254203134,0.1016557497727491,0.15362397429389127,0.534052790438161
2023-05-25,1.801717691934922,0.7223218726914716,0.537431048442256,0.14138626488797074,0.45350515332784563,0.28849440204948884,0.30015498231543364,0.3893649445797164,0.4004033281710092,0.41327732558236674,0.5208536419034644,0.6505426530145587,0.30603623890902654,0.545695734541484,0.13878375477238364,0.31194902116955364,0.5157536465695761,0.9398899454455272,0.10533648822162801,0.0007264648872796851,0.49815587476506196,0.343672499618158,-0.03202334486993896,0.5113488674911456,0.4016833712156199,0.14668286034731984,0.655326254203134,0.09347021089143942,0.15362397429389127,0.5248994723603578
2023-05-26,1.8365003006305742,0.7207337308174642,0.6012864701290029,0.14138626488797074,0.5049028088733821,0.37280812753968495,0.30015498231543364,0.4043632304898981,0.3992391838171093,0.41327732558236674,0.5208536419034644,0.6505426530145587,0.3112718410032674,0.5671478797560054,0.13878375477238364,0.31194902116955364,0.5334527616138239,0.945107336749875,0.10180915136095782,0.0007264648872796851,0.5041438987171578,0.343672499618158,-0.024918549132816405,0.5113488674911456,0.48457810805772517,0.14668286034731984,0.655326254203134,0.10172330580203089,0.05828928869551399,0.5179710658938451
2023-05-30,1.8365003006305742,0.7069479407856508,0.6012864701290029,0.14138626488797074,0.5014722771409637,0.37280812753968495,0.30299186174805776,0.3976363313370933,0.3992391838171093,0.478068459427209,0.47784288921529233,0.6505426530145587,0.32273017433660073,0.5671478797560054,0.13878375477238364,0.3201998462520619,0.5742136311790413,0.945107336749875,0.10180915136095782,0.004222968383783181,0.5041438987171578,0.32974061107326635,-0.030209554423821696,0.5363958305468751,0.48457810805772517,0.14668286034731984,0.6597575688264722,0.10172330580203089,0.05828928869551399,0.5435524612426823
