1.295445544554455486e-01,1.522070015220700068e-03,1.371572782509704325e-03,8.622328796106919491e-01,3.637112270107054623e-01,1.977595863851787927e-01,8.061589403973510315e-01,1.054871505738137066e-02,1.369369369369369260e-01,3.670371210402963436e-01,2.729260293939025916e-01,0.000000000000000000e+00,3.632687447346251153e-01,2.309782608695651884e-01,2.330925804333552898e-02,7.580815894471134575e-01,2.280549278637233057e-01,3.523489932885906506e-01,6.318136769078289139e-03,6.709870388833499844e-01,7.385524372230427292e-02,9.442736356648731011e-01,6.434962147281486633e-02,1.147959183673469274e-02,9.950248756219193247e-04,7.942878687906493873e-01,1.381215469613259472e-01,7.842335829617765874e-01,3.033536585365853577e-01,2.467802243456584943e-02
1.873399339933993768e-01,1.141552511415525051e-03,1.097258226007763113e-03,7.771069892093942499e-01,3.766126818556134737e-01,1.904351572598017850e-01,7.692715231788079810e-01,1.209464743648036578e-02,1.349349349349349136e-01,3.905496333257730268e-01,2.695250819871249925e-01,1.053942703842097872e-03,3.529907329401853477e-01,2.273550724637680709e-01,1.116217990807616411e-02,7.447276280433190454e-01,2.384842690770032914e-01,3.691275167785234568e-01,5.946481665014866080e-03,6.635094715852442038e-01,7.570162481536187038e-02,9.404304381245196520e-01,7.467309015829318164e-02,1.466836734693877098e-02,0.000000000000000000e+00,7.812611933264209663e-01,1.383846356222046547e-01,7.763877465621978891e-01,2.957317073170732113e-01,2.567511425010386705e-02
1.364620462046204907e-01,0.000000000000000000e+00,1.014963859057180229e-03,7.500387897595035547e-01,3.958276146033488652e-01,1.753554502369668311e-01,7.244370860927151767e-01,7.375006820289901899e-03,1.173173173173173156e-01,3.643758977848340352e-01,2.564071419895542214e-01,6.706908115358678479e-04,3.877000842459983332e-01,1.775362318840579823e-01,6.894287590282335842e-03,7.283608826642782308e-01,2.051103771945072263e-01,3.501118568232662320e-01,4.707631318136756837e-03,6.435692921236291220e-01,7.163958641063515598e-02,9.308224442736356963e-01,7.088781830695115027e-02,1.466836734693877098e-02,0.000000000000000000e+00,7.851729663493259848e-01,1.204946066824519740e-01,7.580803139835216031e-01,2.926829268292683306e-01,2.592438720398836799e-02
1.310363036303630602e-01,1.522070015220700068e-03,8.229436695058219009e-04,7.461598138091545263e-01,3.933571232500686077e-01,1.736320551486427999e-01,7.059602649006622155e-01,7.056726624593050168e-03,1.447447447447447466e-01,3.800710667573901635e-01,2.504554840276934091e-01,1.437194596148327896e-04,3.883740522325189737e-01,1.576086956521738913e-01,6.894287590282335842e-03,7.358521293054312018e-01,2.066747783764992519e-01,3.624161073825503121e-01,4.088206144697709155e-03,6.435692921236291220e-01,7.200886262924667547e-02,9.577248270561107280e-01,7.777013076393668456e-02,1.403061224489796088e-02,9.950248756219193247e-04,8.216231501555283367e-01,1.281241778479347282e-01,7.842335829617765874e-01,3.038617886178861527e-01,2.683838803489821401e-02
1.310363036303630602e-01,3.044140030441400135e-03,8.229436695058219009e-04,8.041892940263770662e-01,4.175130387043645142e-01,1.736320551486427999e-01,7.349668874172184951e-01,7.438662859429276408e-03,1.389389389389389384e-01,3.944356241022151655e-01,2.526418073606219172e-01,1.437194596148300141e-03,3.821398483572030491e-01,1.829710144927536031e-01,1.149047931713723103e-02,7.417962706619982693e-01,2.348339996523553241e-01,3.859060402684563740e-01,4.707631318136756837e-03,6.610169491525423879e-01,7.348596750369275343e-02,9.903920061491160443e-01,8.121128699242946558e-02,1.658163265306120127e-02,2.985074626865702463e-03,8.125176736732961924e-01,1.139173901604840916e-01,7.750798666724384445e-01,3.211382113821138473e-01,2.683838803489821401e-02
1.087920792079208332e-01,1.141552511415525051e-03,6.309234799544635730e-04,8.196769870935891600e-01,4.150425473510842567e-01,1.753554502369668311e-01,7.086092715231787631e-01,8.666315042831419790e-03,1.389389389389389384e-01,3.931352536478415205e-01,2.515486456941576909e-01,1.053942703842097872e-03,3.711878685762426411e-01,1.485507246376811530e-01,1.181877872619829795e-02,7.996091523491573039e-01,2.303146184599339785e-01,3.937360178970917279e-01,6.318136769078289139e-03,6.485543369890328647e-01,6.573116691285078861e-02,9.884704073789392087e-01,8.258774948382657799e-02,1.530612244897958107e-02,2.985074626865702463e-03,8.255349231784333552e-01,1.165482767692712501e-01,7.750798666724384445e-01,2.962398373983740063e-01,2.542584129621935918e-02
1.186798679867986928e-01,3.424657534246575152e-03,6.309234799544635730e-04,8.428803159602229478e-01,4.175130387043645142e-01,1.813873330461008015e-01,7.192052980132450646e-01,9.966716985249986227e-03,1.417417417417417558e-01,4.571104558856883826e-01,2.556783675452447557e-01,3.928331896138725909e-03,3.624262847514743147e-01,1.557971014492753326e-01,1.411687458962573860e-02,7.699698721602475926e-01,2.318790196419259486e-01,4.105145413870246451e-01,6.565906838453913763e-03,6.535393818544367184e-01,7.200886262924667547e-02,1.000000000000000000e+00,8.327598072952513419e-02,1.658163265306120127e-02,4.975124378109485601e-03,8.007917805636722841e-01,1.241778479347540182e-01,8.038488954302123179e-01,3.145325203252032908e-01,2.617366015787286893e-02
1.058349834983498550e-01,1.522070015220700068e-03,7.680807582054333116e-04,8.777064673108119219e-01,4.125720559978039992e-01,1.770788453252908068e-01,7.006622516556291203e-01,9.639343069676079012e-03,1.603603603603603323e-01,4.362289256823164707e-01,2.530061945827766223e-01,4.503209734598057068e-03,3.600673967986520729e-01,1.390398550724637472e-01,1.346027577150361865e-02,7.610943734223597490e-01,2.191899878324352346e-01,4.038031319910515005e-01,1.660059464816648900e-02,6.535393818544367184e-01,7.644017725258490936e-02,9.846272098385857596e-01,8.602890571231933126e-02,1.913265306122449716e-02,4.975124378109485601e-03,7.968894334998586348e-01,1.176006314127861080e-01,8.169256742132375848e-01,3.135162601626015899e-01,2.633984212712920520e-02
9.052145214521456484e-02,2.663622526636225119e-03,1.426435693810091179e-03,8.699626207772057640e-01,4.021410925061761898e-01,1.775096940973718007e-01,6.901324503311258018e-01,9.384718913118594852e-03,1.603603603603603323e-01,4.258108414606486813e-01,2.499696343981537838e-01,1.053942703842097872e-02,3.836562763268744902e-01,1.666666666666666297e-01,1.181877872619829795e-02,7.921993323019298483e-01,2.244046584390752830e-01,4.127516778523490637e-01,2.874132804757184578e-02,6.635094715852442038e-01,7.385524372230427292e-02,1.000000000000000000e+00,9.772883688919478673e-02,1.785714285714287697e-02,4.975124378109485601e-03,8.046941276274860444e-01,1.104972375690607828e-01,8.103871405278271212e-01,3.125000000000000000e-01,2.633984212712920520e-02
1.063234323432343253e-01,6.468797564687975288e-03,2.029927718114362192e-03,8.583680090274350416e-01,3.856711501509744733e-01,1.766479965532098129e-01,7.033112582781456679e-01,9.184657075823436656e-03,2.182182182182182406e-01,4.270809707416647893e-01,2.497267095833839434e-01,6.371562709590855578e-03,4.239258635214826487e-01,1.440217391304347561e-01,1.149047931713723103e-02,7.580815894471134575e-01,2.118894489831392447e-01,3.993288590604026633e-01,1.883052527254706898e-02,6.684945164506480575e-01,7.274741506646971445e-02,9.442736356648731011e-01,1.004817618719889838e-01,1.658163265306120127e-02,3.980099502487566276e-03,7.916768781223488816e-01,1.115495922125756406e-01,7.920797079491508352e-01,3.038617886178861527e-01,2.775238886580806003e-02
9.446864686468647854e-02,6.849315068493150305e-03,1.618455883361451242e-03,8.622328796106919491e-01,3.790831732088937311e-01,1.835415769065058267e-01,7.139072847682118583e-01,9.311969154102171797e-03,2.484484484484484335e-01,4.741211158992968411e-01,2.515486456941576909e-01,6.850627574973650047e-03,4.333614153327716156e-01,1.612318840579710089e-01,1.050558108995404416e-02,7.610943734223597490e-01,2.230140796106379331e-01,4.116331096196868544e-01,1.660059464816648900e-02,6.734795613160518002e-01,7.200886262924667547e-02,8.923904688701000953e-01,1.001376462491397057e-01,2.295918367346941324e-02,2.985074626865702463e-03,7.877745310585352323e-01,1.104972375690607828e-01,7.973103617448018543e-01,3.211382113821138473e-01,2.758620689655172376e-02
9.248844884488449658e-02,9.132420091324200406e-03,1.920201895513585014e-03,8.312857042104522254e-01,3.867691463079879211e-01,1.835415769065058267e-01,7.059602649006622155e-01,9.384718913118594852e-03,2.602602602602602788e-01,4.597111967944356170e-01,2.556783675452447557e-01,6.515282169205688367e-03,4.584667228306654740e-01,1.539855072463767738e-01,8.207485226526589628e-03,7.654914094943409131e-01,2.273596384495046030e-01,3.993288590604026633e-01,1.622893954410306594e-02,6.585244267198404611e-01,7.680945347119642885e-02,8.866256725595695887e-01,9.291121816930489330e-02,3.826530612244896656e-02,8.955223880597051878e-03,7.617306060891695374e-01,1.202315180215732665e-01,8.025413041282484228e-01,3.130081300813007950e-01,2.816784378894889723e-02
1.023762376237624117e-01,7.610350076103500339e-03,1.344141326859510030e-03,7.887298116933494363e-01,3.818281636014273506e-01,1.999138302455838179e-01,6.953642384105960250e-01,8.993688958405320066e-03,2.602602602602602788e-01,5.342103273607016201e-01,2.534920442123163031e-01,6.706908115358817257e-03,4.451558550968828243e-01,1.322463768115941796e-01,4.924491135915962103e-03,7.566159107564530695e-01,2.569094385537979974e-01,3.881431767337807925e-01,1.350346878097125058e-02,6.385842472582252682e-01,7.016248153618905026e-02,8.789392774788624685e-01,8.878183069511355607e-02,3.380102040816326814e-02,1.293532338308461815e-02,7.474125742294278618e-01,1.299657984740857364e-01,8.090795492258632260e-01,3.089430894308943243e-01,2.766929788117988842e-02
