name,value
mse,7151319.602035693
mse_per_pred,97.15542817987003
rmse,2674.1951316303926
rmse_per_pred,0.03633071761694394
mae,287.6866109252732
mae_per_pred,0.0039084137503943
sum_y_test,1354844371.0
sum_pred_test,1354097408.0
diff_test,746978.7609405518
diff_per_pred,10.148202765233629
