,Theme,Name,Code
1011,휴대폰부품,엑사이엔씨,54940
1013,휴대폰부품,한솔테크닉스,4710
1021,휴대폰부품,상신이디피,91580
1022,휴대폰부품,재영솔루텍,49630
1023,휴대폰부품,앤디포스,238090
1025,휴대폰부품,코아시아씨엠,196450
1026,휴대폰부품,서원인텍,93920
1028,휴대폰부품,서울반도체,46890
1031,휴대폰부품,우주일렉트로,65680
1033,휴대폰부품,엘컴텍,37950
1034,휴대폰부품,디에이피,66900
1035,휴대폰부품,SBW생명과학,151910
1038,휴대폰부품,이라이콤,41520
1042,케이블TV SO/MSO,남화토건,91590
1043,케이블TV SO/MSO,LG헬로비전,37560
1044,케이블TV SO/MSO,현대홈쇼핑,57050
1045,케이블TV SO/MSO,태광산업,3240
1046,케이블TV SO/MSO,현대퓨처넷,126560
1047,PCB(FPCB 등),펨트론,168360
1049,PCB(FPCB 등),태성,323280
1050,PCB(FPCB 등),화인써키트,127980
1054,PCB(FPCB 등),티엘비,356860
1055,PCB(FPCB 등),현우산업,92300
1056,PCB(FPCB 등),비에이치,90460
1057,PCB(FPCB 등),타이거일렉,219130
1058,PCB(FPCB 등),필옵틱스,161580
1059,PCB(FPCB 등),코리아써키트,7810
1060,PCB(FPCB 등),자비스,254120
1061,PCB(FPCB 등),심텍,222800
1065,PCB(FPCB 등),네오티스,85910
1067,PCB(FPCB 등),이녹스첨단소재,272290
1069,PCB(FPCB 등),이브이첨단소재,131400
1070,PCB(FPCB 등),성우테크론,45300
1071,PCB(FPCB 등),와이엠티,251370
1075,PCB(FPCB 등),롯데에너지머티리얼즈,20150
1076,PCB(FPCB 등),에이엔피,15260
1077,아스콘(아스팔트 콘크리트),극동유화,14530
1078,아스콘(아스팔트 콘크리트),엔피케이,48830
1080,아스콘(아스팔트 콘크리트),SG,255220
1081,아스콘(아스팔트 콘크리트),보광산업,225530
1082,아스콘(아스팔트 콘크리트),홈센타홀딩스,60560
1083,아스콘(아스팔트 콘크리트),유진기업,23410
1085,아스콘(아스팔트 콘크리트),한국석유,4090
1088,4차산업 수혜주,어보브반도체,102120
1098,4차산업 수혜주,드림시큐리티,203650
1102,4차산업 수혜주,롯데정보통신,286940
1107,4차산업 수혜주,DSC인베스트먼트,241520
1108,4차산업 수혜주,인피니트헬스케어,71200
1111,4차산업 수혜주,TS인베스트먼트,246690
1112,4차산업 수혜주,지엔씨에너지,119850
1120,4차산업 수혜주,비트컴퓨터,32850
1121,4차산업 수혜주,이스트소프트,47560
1124,4차산업 수혜주,SGA솔루션즈,184230
1126,4차산업 수혜주,알서포트,131370
1127,4차산업 수혜주,SBI인베스트먼트,19550
1129,4차산업 수혜주,우리기술투자,41190
1138,시스템반도체,에이직랜드,445090
1140,시스템반도체,파두,440110
1142,시스템반도체,퀄리타스반도체,432720
1144,시스템반도체,가온칩스,399720
1145,시스템반도체,시그네틱스,33170
1147,시스템반도체,리노공업,58470
1149,시스템반도체,에이엘티,172670
1150,시스템반도체,에이디테크놀로지,200710
1153,시스템반도체,케이알엠,93640
1155,시스템반도체,SFA반도체,36540
1157,시스템반도체,피에스케이,319660
1158,시스템반도체,윈팩,97800
1159,시스템반도체,디아이,3160
1160,시스템반도체,지니틱스,303030
1163,시스템반도체,오픈엣지테크놀로지,394280
1166,시스템반도체,미래반도체,254490
1168,시스템반도체,두산테스나,131970
1169,시스템반도체,오디텍,80520
1172,시스템반도체,아이텍,119830
1173,시스템반도체,코아시아,45970
1174,시스템반도체,LX세미콘,108320
1175,시스템반도체,에스앤에스텍,101490
1178,시스템반도체,하나마이크론,67310
1179,시스템반도체,아나패스,123860
1180,시스템반도체,네패스아크,330860
1182,시스템반도체,LB세미콘,61970
1183,시스템반도체,시지트로닉스,429270
1184,시스템반도체,한미반도체,42700
1186,시스템반도체,큐알티,405100
1187,미용기기,비올,335890
1188,미용기기,이루다,164060
1190,미용기기,클래시스,214150
1191,미용기기,제이시스메디칼,287410
1192,미용기기,파마리서치,214450
1193,미용기기,원텍,336570
1195,미용기기,하이로닉,149980
1196,미용기기,휴젤,145020
1197,미용기기,휴온스글로벌,84110
1198,미용기기,메디톡스,86900
1200,미용기기,대웅제약,69620
1201,미용기기,휴메딕스,200670
1203,갤럭시 부품주,신화콘텍,187270
1244,사물인터넷,케이사인,192250
1250,사물인터넷,에이텍,45660
1252,사물인터넷,트루엔,417790
1253,사물인터넷,코맥스,36690
1258,사물인터넷,케이엘넷,39420
1262,사물인터넷,삼진,32750
1263,사물인터넷,HDC랩스,39570
1268,사물인터넷,비츠로시스,54220
1270,사물인터넷,대한과학,131220
1272,사물인터넷,SGA,49470
1276,3D 프린터,코렌텍,104540
1280,3D 프린터,세중,39310
1282,3D 프린터,모아텍,33200
1283,3D 프린터,티앤알바이오팹,246710
1287,코로나19(혈장치료/혈장치료제),일신바이오,68330
1288,코로나19(혈장치료/혈장치료제),한국유니온제약,80720
1289,코로나19(혈장치료/혈장치료제),서린바이오,38070
1290,코로나19(혈장치료/혈장치료제),블레이드 Ent,44480
1292,전력설비,HD현대일렉트릭,267260
1293,전력설비,보성파워텍,6910
1294,전력설비,제룡전기,33100
1296,전력설비,효성중공업,298040
1297,전력설비,제룡산업,147830
1300,전력설비,한전KPS,51600
1301,전력설비,세명전기,17510
1302,전력설비,광명전기,17040
1303,전력설비,제일전기공업,199820
1304,전력설비,피앤씨테크,237750
1306,전력설비,지투파워,388050
1308,전력설비,서전기전,189860
1309,전력설비,한전산업,130660
1310,전력설비,한국전력,15760
1311,전력설비,금화피에스시,36190
1317,보안주(정보),엑스게이트,356680
1318,보안주(정보),디지캡,197140
1319,보안주(정보),가비아,79940
1321,보안주(정보),안랩,53800
1322,보안주(정보),벨로크,424760
1326,보안주(정보),파수,150900
1328,보안주(정보),지니언스,263860
1329,보안주(정보),지란지교시큐리티,208350
1330,보안주(정보),휴네시온,290270
1331,보안주(정보),시큐레터,418250
1332,보안주(정보),소프트캠프,258790
1335,보안주(정보),다우데이타,32190
1336,보안주(정보),이글루,67920
1337,보안주(정보),플랜티넷,75130
1339,보안주(정보),이니텍,53350
1340,보안주(정보),시큐브,131090
1344,보안주(정보),샌즈랩,411080
1345,보안주(정보),윈스,136540
1346,보안주(정보),모니터랩,434480
1347,보안주(정보),수산아이앤티,50960
1348,보안주(정보),에스에스알,275630
1349,보안주(정보),라온시큐어,42510
1350,보안주(정보),한싹,430690
1352,보안주(정보),모코엠시스,333050
1353,보안주(정보),헥토이노베이션,214180
1356,보안주(정보),한국정보인증,53300
1357,보안주(정보),나노브릭,286750
1358,보안주(정보),아톤,158430
1359,보안주(정보),신시웨이,290560
1360,보안주(정보),시큐센,232830
1362,2023 상반기 신규상장,지아이이노베이션,358570
1364,2023 상반기 신규상장,슈어소프트테크,298830
1366,2023 상반기 신규상장,꿈비,407400
1368,2023 상반기 신규상장,LB인베스트먼트,309960
1369,2023 상반기 신규상장,마녀공장,439090
1370,2023 상반기 신규상장,진영,285800
1371,2023 상반기 신규상장,제이오,418550
1372,2023 상반기 신규상장,오픈놀,440320
1373,2023 상반기 신규상장,프로티아,303360
1375,2023 상반기 신규상장,나라셀라,405920
1376,2023 상반기 신규상장,셀바이오휴먼텍,318160
1377,2023 상반기 신규상장,삼기이브이,419050
1380,2023 상반기 신규상장,이노진,344860
1381,2023 상반기 신규상장,IBKS제22호스팩,448760
1384,2023 상반기 신규상장,한주라이트메탈,198940
1385,2023 상반기 신규상장,유안타제12호스팩,446150
1386,2023 상반기 신규상장,에스바이오메딕스,304360
1387,2023 상반기 신규상장,금양그린파워,282720
1388,2023 상반기 신규상장,나노팀,417010
1389,2023 상반기 신규상장,삼성스팩8호,448740
1390,2023 상반기 신규상장,미래에셋드림스팩1호,442900
1391,2023 상반기 신규상장,하나27호스팩,448370
1394,2023 상반기 신규상장,엔에이치스팩28호,450410
1396,2023 상반기 신규상장,유안타제13호스팩,449020
1397,2023 상반기 신규상장,미래에셋비전스팩2호,446190
1398,2023 상반기 신규상장,바이오인프라,199730
1399,2023 상반기 신규상장,미래에셋비전스팩3호,448830
1400,2023 상반기 신규상장,한화리츠,451800
1401,2023 상반기 신규상장,하나26호스팩,446750
1402,2023 상반기 신규상장,하나29호스팩,454640
1403,2023 상반기 신규상장,티이엠씨,425040
1405,2023 상반기 신규상장,키움제8호스팩,446840
1406,2023 상반기 신규상장,엔에이치스팩29호,451700
1407,2023 상반기 신규상장,삼성FN리츠,448730
1408,2023 상반기 신규상장,KB제25호스팩,455250
1409,2023 상반기 신규상장,마이크로투나노,424980
1410,2023 상반기 신규상장,알멕,354320
1411,2023 상반기 신규상장,큐라티스,348080
1413,2023 상반기 신규상장,기가비스,420770
1414,MVNO(가상이동통신망사업자),아이즈비전,31310
1415,MVNO(가상이동통신망사업자),에스원,12750
1417,MVNO(가상이동통신망사업자),스카이라이프,53210
1418,MVNO(가상이동통신망사업자),인스코비,6490
1421,MVNO(가상이동통신망사업자),대성홀딩스,16710
1423,DMZ 평화공원,코아스,71950
1427,DMZ 평화공원,웹스,196700
1428,DMZ 평화공원,누리플랜,69140
1429,DMZ 평화공원,씨아이테크,4920
1432,DMZ 평화공원,크라운해태홀딩스,5740
1433,DMZ 평화공원,모헨즈,6920
1434,DMZ 평화공원,이화공영,1840
1435,DMZ 평화공원,딜리,131180
1436,DMZ 평화공원,삼륭물산,14970
1437,DMZ 평화공원,일신석재,7110
1439,DMZ 평화공원,용평리조트,70960
1440,DMZ 평화공원,대창스틸,140520
1441,DMZ 평화공원,하이드로리튬,101670
1449,카메라모듈/부품,아이윈플러스,123010
1459,카메라모듈/부품,덕우전자,263600
1461,카메라모듈/부품,삼양옵틱스,225190
1468,카메라모듈/부품,픽셀플러스,87600
1473,U-Healthcare(원격진료),소프트센,32680
1475,U-Healthcare(원격진료),유비케어,32620
1476,U-Healthcare(원격진료),녹십자홀딩스,5250
1480,U-Healthcare(원격진료),인바디,41830
1483,U-Healthcare(원격진료),뷰웍스,100120
1484,U-Healthcare(원격진료),차바이오텍,85660
1487,U-Healthcare(원격진료),메디포스트,78160
1488,U-Healthcare(원격진료),나노엔텍,39860
1489,U-Healthcare(원격진료),JW중외제약,1060
1490,U-Healthcare(원격진료),마크로젠,38290
1494,2021 하반기 신규상장,와이엠텍,273640
1496,2021 하반기 신규상장,아이패밀리에스씨,114840
1499,2021 하반기 신규상장,지앤비에스 에코,382800
1501,2021 하반기 신규상장,미래에셋글로벌리츠,396690
1502,2021 하반기 신규상장,아이티아이즈,372800
1503,2021 하반기 신규상장,지니너스,389030
1505,2021 하반기 신규상장,엔켐,348370
1506,2021 하반기 신규상장,크래프톤,259960
1507,2021 하반기 신규상장,지오엘리먼트,311320
1508,2021 하반기 신규상장,피코그램,376180
1514,2021 하반기 신규상장,바이젠셀,308080
1515,2021 하반기 신규상장,원준,382840
1516,2021 하반기 신규상장,엔에이치스팩20호,391060
1517,2021 하반기 신규상장,아주스틸,139990
1518,2021 하반기 신규상장,아스플로,159010
1520,2021 하반기 신규상장,한화플러스제2호스팩,386580
1521,2021 하반기 신규상장,디앤디플랫폼리츠,377190
1522,2021 하반기 신규상장,유진스팩7호,388800
1523,2021 하반기 신규상장,프롬바이오,377220
1524,2021 하반기 신규상장,지아이텍,382480
1525,2021 하반기 신규상장,SK리츠,395400
1526,2021 하반기 신규상장,바이오플러스,99430
1527,2021 하반기 신규상장,툴젠,199800
1529,2021 하반기 신규상장,HK이노엔,195940
1530,2021 하반기 신규상장,에이비온,203400
1532,2021 하반기 신규상장,하이제7호스팩,400840
1534,2021 하반기 신규상장,롯데렌탈,89860
1535,2021 하반기 신규상장,신한제8호스팩,393360
1536,2021 하반기 신규상장,리파인,377450
1537,2021 하반기 신규상장,플래티어,367000
1538,2021 하반기 신규상장,교보11호스팩,397880
1539,2021 하반기 신규상장,NH올원리츠,400760
1540,2021 하반기 신규상장,카카오뱅크,323410
1541,2021 하반기 신규상장,신한서부티엔디리츠,404990
1542,2021 하반기 신규상장,일진하이솔루스,271940
1543,2021 하반기 신규상장,실리콘투,257720
1544,2021 하반기 신규상장,큐라클,365270
1545,2021 하반기 신규상장,HD현대중공업,329180
1547,2021 하반기 신규상장,차백신연구소,261780
1548,2021 하반기 신규상장,케이카,381970
1549,2021 하반기 신규상장,원티드랩,376980
1550,2021 하반기 신규상장,에스앤디,260970
1551,2021 하반기 신규상장,에스디바이오센서,137310
1553,OLED(유기 발광 다이오드),솔루스첨단소재,336370
1556,OLED(유기 발광 다이오드),한솔아이원스,114810
1558,OLED(유기 발광 다이오드),예선테크,250930
1561,OLED(유기 발광 다이오드),핌스,347770
1565,OLED(유기 발광 다이오드),디바이스이엔지,187870
1567,OLED(유기 발광 다이오드),제이엠티,94970
1573,OLED(유기 발광 다이오드),나래나노텍,137080
1575,OLED(유기 발광 다이오드),와이엠씨,155650
1576,OLED(유기 발광 다이오드),와이투솔루션,11690
1583,OLED(유기 발광 다이오드),나인테크,267320
1584,OLED(유기 발광 다이오드),에프엔에스테크,83500
1586,OLED(유기 발광 다이오드),케이피에스,256940
1587,OLED(유기 발광 다이오드),힘스,238490
1589,OLED(유기 발광 다이오드),야스,255440
1591,OLED(유기 발광 다이오드),에스에이티이엔지,351320
1592,OLED(유기 발광 다이오드),풍원정밀,371950
1596,OLED(유기 발광 다이오드),프로이천,321260
1602,OLED(유기 발광 다이오드),램테크놀러지,171010
1607,OLED(유기 발광 다이오드),한솔케미칼,14680
1608,OLED(유기 발광 다이오드),덕산테코피아,317330
1609,OLED(유기 발광 다이오드),APS,54620
1613,OLED(유기 발광 다이오드),아이컴포넌트,59100
1614,OLED(유기 발광 다이오드),티에스이,131290
1616,OLED(유기 발광 다이오드),LG화학,51910
1619,OLED(유기 발광 다이오드),뉴파워프라즈마,144960
1621,OLED(유기 발광 다이오드),원익머트리얼즈,104830
1622,OLED(유기 발광 다이오드),나노신소재,121600
1625,OLED(유기 발광 다이오드),천보,278280
1628,2차전지(LFP/리튬인산철),브이티,18290
1629,2차전지(LFP/리튬인산철),자이글,234920
1630,2차전지(LFP/리튬인산철),EG,37370
1632,2차전지(LFP/리튬인산철),파워넷,37030
1633,2차전지(LFP/리튬인산철),씨아이에스,222080
1634,2차전지(LFP/리튬인산철),LG에너지솔루션,373220
1635,2차전지(LFP/리튬인산철),SK이노베이션,96770
1636,2차전지(LFP/리튬인산철),엘앤에프,66970
1637,2차전지(장비),우신시스템,17370
1642,2차전지(장비),케이엔에스,432470
1646,2차전지(장비),이노메트리,302430
1650,2차전지(장비),대보마그네틱,290670
1653,2차전지(장비),필에너지,378340
1657,2차전지(장비),웰크론한텍,76080
1658,2차전지(장비),엠플러스,259630
1659,2차전지(장비),티에스아이,277880
1661,2차전지(장비),하나기술,299030
1662,2차전지(장비),에이치와이티씨,148930
1669,2차전지(장비),에이프로,262260
1670,2차전지(장비),오션브릿지,241790
1672,2차전지(장비),윤성에프앤씨,372170
1674,창투사,리더스 기술투자,19570
1675,창투사,큐캐피탈,16600
1677,창투사,캡스톤파트너스,452300
1679,창투사,나우IB,293580
1680,창투사,미래에셋벤처투자,100790
1681,창투사,린드먼아시아,277070
1685,창투사,컴퍼니케이,307930
1686,창투사,SV인베스트먼트,289080
1687,창투사,스톤브릿지벤처스,330730
1688,창투사,엠벤처투자,19590
1690,창투사,스틱인베스트먼트,26890
1692,창투사,에이티넘인베스트,21080
1696,음원/음반,NHN벅스,104200
1702,음원/음반,드림어스컴퍼니,60570
1710,보안주(물리),포커스에이치엔에스,331380
1716,보안주(물리),현대에이치티,39010
1719,보안주(물리),아이디스,143160
1720,보안주(물리),슈프리마에이치큐,94840
1721,보안주(물리),인콘,83640
1724,보안주(물리),슈프리마,236200
1725,보안주(물리),시티랩스,139050
1726,보안주(물리),하이트론,19490
1729,페라이트,한일화학,7770
1731,페라이트,삼화전기,9470
1733,페라이트,삼화전자,11230
1735,페라이트,상신전자,263810
1736,페라이트,태경산업,15890
1737,페라이트,씨큐브,101240
1739,페라이트,유니온머티리얼,47400
1741,건설기계,수산중공업,17550
1742,건설기계,진성티이씨,36890
1743,건설기계,디와이파워,210540
1744,건설기계,대동금속,20400
1745,건설기계,서연탑메탈,19770
1746,건설기계,테라사이언스,73640
1747,건설기계,현대에버다임,41440
1748,건설기계,HD현대건설기계,267270
1750,건설기계,대모,317850
1751,건설기계,HD현대인프라코어,42670
1753,건설기계,흥국,10240
1754,건설기계,대창단조,15230
1755,건설기계,두산밥캣,241560
1756,건설기계,동일금속,109860
1758,건설 중소형,일성건설,13360
1759,건설 중소형,삼부토건,1470
1760,건설 중소형,KD,44180
1761,건설 중소형,동신건설,25950
1762,건설 중소형,진흥기업,2780
1763,건설 중소형,서한,11370
1764,건설 중소형,신세계건설,34300
1765,건설 중소형,동부건설,5960
1766,건설 중소형,남광토건,1260
1767,건설 중소형,SGC이테크건설,16250
1768,건설 중소형,삼일기업공사,2290
1770,건설 중소형,HL D&I,14790
1771,건설 중소형,디와이디,219550
1773,건설 중소형,까뮤이앤씨,13700
1774,건설 중소형,삼호개발,10960
1776,건설 중소형,화성산업,2460
1777,건설 중소형,금호건설,2990
1778,건설 중소형,동원개발,13120
1779,건설 중소형,우원개발,46940
1780,건설 중소형,상지카일룸,42940
1781,건설 중소형,서희건설,35890
1782,건설 중소형,아이에스동서,10780
1784,건설 중소형,계룡건설,13580
1785,건설 중소형,신원종합개발,17000
1786,건설 중소형,대원,7680
1787,건설 중소형,태영건설,9410
1788,건설 중소형,DL건설,1880
1789,건설 중소형,KCC건설,21320
1791,유전자 치료제/분석,큐로셀,372320
1792,유전자 치료제/분석,클리노믹스,352770
1793,유전자 치료제/분석,아미코젠,92040
1794,유전자 치료제/분석,HLB파나진,46210
1795,유전자 치료제/분석,지놈앤컴퍼니,314130
1797,유전자 치료제/분석,올리패스,244460
1798,유전자 치료제/분석,코오롱생명과학,102940
1799,유전자 치료제/분석,셀레믹스,331920
1801,유전자 치료제/분석,테라젠이텍스,66700
1802,유전자 치료제/분석,CJ 바이오사이언스,311690
1803,유전자 치료제/분석,티움바이오,321550
1805,유전자 치료제/분석,제놀루션,225220
1806,유전자 치료제/분석,소마젠,950200
1807,유전자 치료제/분석,진원생명과학,11000
1808,유전자 치료제/분석,신라젠,215600
1810,유전자 치료제/분석,헬릭스미스,84990
1812,유전자 치료제/분석,녹십자,6280
1814,유전자 치료제/분석,고바이오랩,348150
1815,유전자 치료제/분석,지노믹트리,228760
1816,유전자 치료제/분석,제넥신,95700
1817,유전자 치료제/분석,바이오니아,64550
1818,유전자 치료제/분석,제노포커스,187420
1822,유전자 치료제/분석,씨젠,96530
1823,유전자 치료제/분석,엑세스바이오,950130
1826,클라우드 컴퓨팅,케이아이엔엑스,93320
1828,클라우드 컴퓨팅,DB,12030
1835,클라우드 컴퓨팅,솔트웨어,328380
1840,클라우드 컴퓨팅,영림원소프트랩,60850
1843,클라우드 컴퓨팅,다우기술,23590
1847,클라우드 컴퓨팅,폴라리스오피스,41020
1849,클라우드 컴퓨팅,비투엔,307870
1857,클라우드 컴퓨팅,유엔젤,72130
1864,2023 하반기 신규상장,신성에스티,416180
1868,2023 하반기 신규상장,에코프로머티,450080
1870,2023 하반기 신규상장,유투바이오,221800
1872,2023 하반기 신규상장,퓨릿,445180
1873,2023 하반기 신규상장,아이엠티,451220
1874,2023 하반기 신규상장,한선엔지니어링,452280
1875,2023 하반기 신규상장,큐리옥스바이오시스템즈,445680
1880,2023 하반기 신규상장,와이바이오로직스,338840
1885,2023 하반기 신규상장,유안타제11호스팩,444920
1887,2023 하반기 신규상장,에이에스텍,453860
1888,2023 하반기 신규상장,뷰티스킨,406820
1889,2023 하반기 신규상장,유안타제14호스팩,450940
1890,2023 하반기 신규상장,넥스틸,92790
1891,2023 하반기 신규상장,에스케이증권제9호스팩,455910
1892,2023 하반기 신규상장,하나28호스팩,454750
1893,2023 하반기 신규상장,한화플러스제4호스팩,455310
1894,2023 하반기 신규상장,밀리의서재,418470
1895,2023 하반기 신규상장,DB금융스팩11호,456440
1896,2023 하반기 신규상장,대신밸런스제15호스팩,457390
1897,2023 하반기 신규상장,대신밸런스제16호스팩,457630
1898,2023 하반기 신규상장,KB제26호스팩,458320
1899,2023 하반기 신규상장,한국제12호스팩,458610
1900,2023 하반기 신규상장,에이치엠씨제6호스팩,462020
1901,2023 하반기 신규상장,KB제27호스팩,464680
1902,2023 하반기 신규상장,신한제11호스팩,452980
1903,2023 하반기 신규상장,스톰테크,352090
1904,2023 하반기 신규상장,상상인제4호스팩,452670
1905,2023 하반기 신규상장,우듬지팜,403490
1906,2023 하반기 신규상장,에스케이증권제10호스팩,457940
1907,2023 하반기 신규상장,한국제13호스팩,464440
1908,2023 하반기 신규상장,엔에이치스팩30호,466910
1909,2023 하반기 신규상장,유진테크놀로지,240600
1911,2023 하반기 신규상장,교보14호스팩,456490
1912,2023 하반기 신규상장,삼성스팩9호,468510
1913,2023 하반기 신규상장,교보15호스팩,465320
1915,2023 하반기 신규상장,에이텀,355690
1917,2023 하반기 신규상장,메가터치,446540
1918,2023 하반기 신규상장,에스와이스틸텍,365330
1919,2023 하반기 신규상장,동인기연,111380
1920,2023 하반기 신규상장,워트,396470
1922,2023 하반기 신규상장,제이엔비,452160
1925,2023 하반기 신규상장,세니젠,188260
1926,2023 하반기 신규상장,에코아이,448280
1927,2023 하반기 신규상장,인스웨이브시스템즈,450520
1930,2023 하반기 신규상장,그린리소스,402490
1931,2023 하반기 신규상장,비아이매트릭스,413640
1932,2023 하반기 신규상장,에스엘에스바이오,246250
1933,2023 하반기 신규상장,율촌,146060
1940,우크라이나 재건,TYM,2900
1942,우크라이나 재건,유신,54930
1947,우크라이나 재건,에쓰씨엔지니어링,23960
1951,우크라이나 재건,리노스,39980
1952,우크라이나 재건,동일고무벨트,163560
1955,우크라이나 재건,다스코,58730
1958,우크라이나 재건,도화엔지니어링,2150
1959,우크라이나 재건,현대코퍼레이션,11760
1961,우크라이나 재건,국보,1140
1963,우크라이나 재건,웰바이오텍,10600
1964,화장품,코스나인,82660
1965,화장품,코스메카코리아,241710
1967,화장품,잉글우드랩,950140
1970,화장품,코디,80530
1971,화장품,미원상사,2840
1973,화장품,애경산업,18250
1975,화장품,본느,226340
1977,화장품,대봉엘에스,78140
1978,화장품,에스씨엠생명과학,298060
1979,화장품,코리아나,27050
1980,화장품,HLB글로벌,3580
1981,화장품,오가닉티코스메틱,900300
1982,화장품,클리오,237880
1984,화장품,씨티케이,260930
1985,화장품,한국콜마,161890
1986,화장품,제이준코스메틱,25620
1988,화장품,한국화장품,123690
1989,화장품,한국화장품제조,3350
1990,화장품,한국콜마홀딩스,24720
1991,화장품,아모레퍼시픽,90430
1992,화장품,제로투세븐,159580
1995,화장품,신세계인터내셔날,31430
1996,화장품,코웨이,21240
1997,화장품,컬러레이,900310
1998,화장품,피엔케이피부임상연구센타,347740
1999,화장품,코스맥스,192820
2000,화장품,청담글로벌,362320
2002,화장품,오상자이엘,53980
2003,화장품,토니모리,214420
2004,화장품,네오팜,92730
2006,화장품,네이처셀,7390
2008,화장품,에이블씨엔씨,78520
2009,화장품,휴엠앤씨,263920
2010,화장품,내츄럴엔도텍,168330
2011,화장품,웨스트라이즈,64090
2012,화장품,바이오스마트,38460
2014,화장품,잇츠한불,226320
2016,화장품,스킨앤스킨,159910
2017,화장품,연우,115960
2019,화장품,CSA 코스믹,83660
2020,화장품,제닉,123330
2021,화장품,LG생활건강,51900
2022,화장품,아모레G,2790
2023,화장품,동구바이오제약,6620
2025,화장품,현대바이오랜드,52260
2027,화장품,리더스코스메틱,16100
2028,화장품,승일,49830
2029,화장품,콜마비앤에이치,200130
2031,화장품,엘앤씨바이오,290650
2033,화장품,세화피앤씨,252500
2034,화장품,메타랩스,90370
2036,화장품,동성제약,2210
2037,화장품,강스템바이오텍,217730
2038,화장품,바이온,32980
2039,화장품,펌텍코리아,251970
2040,화장품,라파스,214260
2041,화장품,글로본,19660
2042,화장품,현대바이오,48410
2043,화장품,케어젠,214370
2044,화장품,아우딘퓨쳐스,227610
2045,화장품,애니젠,196300
2046,화장품,국제약품,2720
2047,화장품,스피어파워,203690
2048,바이오인식(생체인식),에프에스티,36810
2053,바이오인식(생체인식),유니온커뮤니티,203450
2057,바이오인식(생체인식),엑스페릭스,317770
2071,전기차,에코플라스틱,38110
2074,전기차,엠에스오토텍,123040
2075,전기차,한국앤컴퍼니,240
2076,전기차,네오오토,212560
2077,전기차,휴맥스,115160
2078,전기차,덕양산업,24900
2079,전기차,티플랙스,81150
2080,전기차,인팩,23810
2081,전기차,강원에너지,114190
2082,전기차,아진산업,13310
2083,전기차,삼영,3720
2091,전기차,대유플러스,300
2092,전기차,유에스티,263770
2093,전기차,경창산업,24910
2096,전기차,성창오토텍,80470
2097,전기차,씨티알모빌리티,308170
2098,전기차,세아메카닉스,396300
2099,전기차,글로벌에스엠,900070
2100,전기차,삼기,122350
2103,전기차,폴라리스세원,234100
2104,전기차,지엠비코리아,13870
2105,전기차,우수AMS,66590
2107,전기차,삼화콘덴서,1820
2109,전기차,한온시스템,18880
2111,전기차,영화테크,265560
2116,전기차,현대공업,170030
2120,전기차,나라엠앤디,51490
2121,전기차,신흥에스이씨,243840
2122,전기차,뉴인텍,12340
2123,전기차,아이윈,90150
2126,전기차,성문전자,14910
2127,전기차,계양전기,12200
2128,전기차,명신산업,9900
2135,전기차,동아화성,41930
2136,전기차,성호전자,43260
2137,전기차,화신,10690
2140,전기차,포스코스틸리온,58430
2141,전기차,우리산업,215360
2142,전기차,모베이스전자,12860
2143,전기차,로스웰,900260
2144,전기차,SKC,11790
2147,전기차,코다코,46070
2149,전기차,피에스텍,2230
2151,전기차,코스모신소재,5070
2153,전기차,KEC,92220
2155,2022 하반기 신규상장,디티앤씨알오,383930
2156,2022 하반기 신규상장,오에스피,368970
2157,2022 하반기 신규상장,티에프이,425420
2159,2022 하반기 신규상장,엔젯,419080
2160,2022 하반기 신규상장,더블유씨피,393890
2163,2022 하반기 신규상장,플라즈맵,405000
2166,2022 하반기 신규상장,에이프릴바이오,397030
2167,2022 하반기 신규상장,모델솔루션,417970
2170,2022 하반기 신규상장,이노룰스,296640
2171,2022 하반기 신규상장,선바이오,67370
2175,2022 하반기 신규상장,신스틸,162300
2176,2022 하반기 신규상장,새빗켐,107600
2179,2022 하반기 신규상장,유진스팩9호,442130
2180,2022 하반기 신규상장,IBKS제20호스팩,439730
2181,2022 하반기 신규상장,제이아이테크,417500
2183,2022 하반기 신규상장,산돌,419120
2184,2022 하반기 신규상장,엔에이치스팩24호,437780
2185,2022 하반기 신규상장,신영스팩9호,445970
2186,2022 하반기 신규상장,IBKS제21호스팩,442770
2187,2022 하반기 신규상장,쏘카,403550
2189,2022 하반기 신규상장,하나금융25호스팩,435620
2190,2022 하반기 신규상장,키움제7호스팩,433530
2191,2022 하반기 신규상장,에스케이증권제8호스팩,435870
2192,2022 하반기 신규상장,유안타제9호스팩,430700
2193,2022 하반기 신규상장,하나금융24호스팩,430230
2194,2022 하반기 신규상장,케이비제22호스팩,436530
2195,2022 하반기 신규상장,대신밸런스제13호스팩,438220
2196,2022 하반기 신규상장,엔에이치스팩25호,438580
2197,2022 하반기 신규상장,삼성스팩7호,439250
2198,2022 하반기 신규상장,수산인더스트리,126720
2199,2022 하반기 신규상장,교보13호스팩,440790
2200,2022 하반기 신규상장,엔에이치스팩27호,440820
2201,2022 하반기 신규상장,비엔케이제1호스팩,445360
2202,2022 하반기 신규상장,와이씨켐,112290
2203,2022 하반기 신규상장,아이씨에이치,368600
2204,2022 하반기 신규상장,한화플러스제3호스팩,430460
2205,2022 하반기 신규상장,엔에이치스팩26호,439410
2206,2022 하반기 신규상장,유안타제10호스팩,435380
2207,2022 하반기 신규상장,핑거스토리,417180
