Date,Open,High,Low,Close,Volume,Change,pct_change,trend_macd_diff,trend_sma_fast,trend_ema_fast,volume_obv,momentum_rsi,trend_cci,volatility_bbh,Open,High,Low,Close,Volume,Change,pct_change,trend_macd_diff,trend_sma_fast,trend_ema_fast,volume_obv,momentum_rsi,trend_cci,volatility_bbh
2010-02-18,117000,117500,114500,115500,695877,-0.017021276595744705,-1.7021276595744705,444.9492327454784,115333.33333333333,115173.01881655148,10429930,54.21715940352674,58.292282430213646,119482.5382047818,21650,21850,21300,21300,2566922,-0.018433179723502335,-1.8433179723502335,156.39123705356735,20958.333333333332,20929.514333782754,32059947,59.85055806526816,100.83424011606816,22143.721650159463
2010-02-19,115500,118000,114500,114500,663616,-0.008658008658008698,-0.8658008658008698,233.36590098917895,115541.66666666667,115069.47746015896,9766314,51.65628398851879,49.670433145009284,119352.77706369605,21050,21600,21050,21100,2883177,-0.009389671361502372,-0.9389671361502372,109.32130936189941,21033.333333333332,20955.742897816177,29176770,57.15641706020106,75.23174749099846,22200.983768000147
2010-02-22,116000,118000,115500,117000,685002,0.02183406113537112,2.183406113537112,239.33216150600413,115958.33333333333,115366.48092782681,10451316,57.11044465129359,78.79730430274745,119475.48541401683,21350,21550,21200,21250,2579826,0.007109004739336511,0.7109004739336511,80.73392519419838,21095.833333333332,21001.013221229074,31756596,58.65946942299225,76.52859960552259,22273.396703544295
2010-02-23,117500,118000,116000,117000,626767,0.0,0.0,221.2518846364394,116041.66666666667,115617.79155431499,11078083,57.11044465129359,79.97739155009226,119663.60099630842,21350,21700,21250,21700,2740688,0.021176470588235352,2.117647058823535,84.19092935641447,21145.833333333332,21108.549648732293,34497284,62.86810549883655,90.4667656275769,22365.948577706917
2010-02-24,114000,115000,112000,114000,1638569,-0.02564102564102566,-2.564102564102566,-2.9097672710433926,115916.66666666667,115368.90054595884,9439514,49.36019987378844,-52.51260650321666,119102.38027789016,21550,21700,21100,21650,3127305,-0.0023041474654378336,-0.23041474654378336,75.45079338333852,21237.5,21191.849702773477,31369979,62.111482743874745,81.54301537286365,22293.632710172842
2010-02-25,114000,115500,113000,114000,563685,0.0,0.0,-153.02868498886983,115750.0,115158.30046196518,10003199,49.36019987378844,-56.30630630630581,118407.29949498049,21700,21750,21200,21450,1807186,-0.009237875288683584,-0.9237875288683584,49.77928144853587,21287.5,21231.56513311602,29562793,59.050122066831975,76.09121981285354,22152.802915780867
2010-02-26,115000,116000,113500,115000,489534,0.00877192982456143,0.8771929824561431,-184.70312249097412,115625.0,115133.94654473977,10492733,51.88445584008797,-27.695351137487958,118394.77917211912,21450,21750,21250,21750,1695585,0.013986013986013957,1.3986013986013957,46.63662900907167,21362.5,21311.324343405864,31258378,62.07007728279255,87.49206349206368,22158.893263333604
2010-03-02,116500,118000,112500,113500,1209268,-0.013043478260869601,-1.30434782608696,-299.60161185776883,115583.33333333333,114882.57015324134,9283465,48.01793108571003,-41.892940263770434,118356.44491340184,22050,22300,21800,21850,3945121,0.0045977011494253706,0.45977011494253706,44.9095452039399,21462.5,21394.197521343423,35203499,63.04831755269673,137.61713520749686,22103.07097858144
2010-03-03,114000,115500,113000,114500,738123,0.008810572687224738,0.8810572687224738,-300.4131437214213,115458.33333333333,114823.71320658881,10021588,50.657875587628524,-56.22489959839425,118277.82129682007,22100,22450,21850,22400,4388088,0.02517162471395884,2.517162471395884,72.77583976178414,21579.166666666668,21548.936364213667,39591587,67.94504687472619,159.49151431754103,22306.406420504132
2010-03-04,115500,116000,113500,114500,653835,0.0,0.0,-292.80760050826757,115333.33333333333,114773.91117480592,10675423,50.657875587628524,-44.80874316939863,118064.05499221708,22400,22600,22300,22500,2496113,0.0044642857142858094,0.44642857142858094,88.8460737731341,21700.0,21695.253846642332,42087700,68.75575387881737,177.34627831715233,22446.806599634514
2010-03-05,114500,115500,113000,114500,556748,0.0,0.0,-279.65772509516535,115125.0,114731.77099406655,11232171,50.657875587628524,-82.56880733945066,117776.06358910179,22500,22750,22350,22750,2386840,0.011111111111111072,1.1111111111111072,106.05048873874273,21783.333333333332,21857.522485620433,44474540,70.74759652252175,180.72826988074712,22646.42319599711
2010-03-08,115500,116500,114500,115000,820539,0.004366812227074135,0.4366812227074135,-231.17587943570584,114916.66666666667,114773.0369949794,12052710,52.17465830790232,-9.17431192660551,117717.54135502453,23050,23100,22500,22800,4332096,0.00219780219780219,0.219780219780219,110.05865921312608,21875.0,22002.519026294212,48806636,71.1438184591767,177.71574784833717,22853.395964530613
2010-03-09,115000,115500,113500,114000,1166860,-0.008695652173912993,-0.8695652173912993,-258.28973691696683,114791.66666666667,114654.10822652103,10885850,48.93471598184273,-82.56880733944959,117716.60919471894,22550,22650,22050,22050,4714309,-0.03289473684210531,-3.289473684210531,54.28058737363631,21937.5,22009.823791479717,44092327,58.371885608798046,88.30328247803921,22861.933975700802
2010-03-10,114500,115000,113500,114500,669400,0.004385964912280604,0.43859649122806044,-235.04897309843295,114791.66666666667,114630.39926859472,11555250,50.58695903864024,-74.60035523978782,117643.16045786878,22200,22250,21750,22200,4159368,0.006802721088435382,0.6802721088435382,21.26581679595415,22029.166666666668,22039.081669713607,48251695,59.92157541501035,54.658239700374565,22901.120616172942
2010-03-11,114000,115000,111000,112000,1386814,-0.02183406113537123,-2.183406113537123,-372.38249472099653,114375.0,114225.72245804168,10168436,43.0812582055327,-166.3947797716153,117720.29410174712,22200,22350,21750,21800,3848446,-0.018018018018018056,-1.8018018018018056,-30.898852919075807,22075.0,22002.29987437305,44403249,54.13418169267053,34.44485159399096,22886.56415366231
2010-03-12,112000,112500,108000,108000,2226244,-0.0357142857142857,-3.57142857142857,-698.0393781766431,113625.0,113267.91900295834,7942192,34.30973998829133,-283.7249782419495,118779.21561087425,21800,21900,21100,21100,6157228,-0.032110091743119296,-3.2110091743119296,-111.40662464300425,22025.0,21863.48450908489,38246021,45.79796948871284,-61.158520817171,22838.830199337834
2010-03-15,107500,109500,107000,107500,971735,-0.00462962962962965,-0.462962962962965,-899.7094281426948,113083.33333333333,112380.54684865705,6970457,33.39445682945633,-281.60919540229855,119368.86886364385,21100,21650,20850,21350,3454709,0.011848341232227444,1.1848341232227444,-144.57825432284403,22000.0,21784.4868923026,41700730,48.82871954278381,-77.83955520254153,22817.35310715707
2010-03-16,108500,110000,107000,109500,1133157,0.018604651162790642,1.8604651162790642,-851.5002763150002,112708.33333333333,111937.3857950175,8103614,40.25961767628542,-195.48642878926663,119380.4695929542,21500,22300,21450,22300,5036432,0.04449648711943799,4.449648711943799,-101.33970782243614,22070.833333333332,21863.79660117912,46737162,58.357541400961516,32.22431471019098,22847.883590523914
2010-03-17,110000,112000,110000,112000,874923,0.022831050228310446,2.2831050228310446,-615.3493118888841,112458.33333333333,111947.0187496302,8978537,47.538662558722756,-88.1424059718633,119004.71488394996,22450,22850,22150,22750,4222802,0.020179372197309364,2.0179372197309364,-44.15323747500588,22154.166666666668,22000.1355856131,50959964,61.970075677510714,111.72595520421618,22971.877701725738
2010-03-18,111000,112500,111000,111500,525558,-0.004464285714285698,-0.44642857142856984,-463.8299700390638,112291.66666666667,111878.24663430247,8452979,46.32298713862328,-65.75963718820847,118485.27285403646,22600,22950,22600,22800,2430402,0.00219780219780219,0.219780219780219,-6.64871931579836,22233.333333333332,22123.191649364933,53390366,62.36078907022141,125.13721185510366,23092.83690717111
2010-03-19,112000,115000,112000,115000,1252781,0.03139013452914807,3.1390134529148073,-116.97116631116978,112333.33333333333,112358.51638287131,9705760,54.99825267506672,17.206182560512918,118423.51463303814,23200,23950,23100,23950,7830176,0.05043859649122817,5.043859649122817,86.76806767506986,22362.5,22404.239087924172,61220542,69.99604868188104,211.75196317357177,23480.88050701331
2010-03-22,115000,116000,113500,115500,772791,0.004347826086956497,0.43478260869564966,142.9533256151339,112416.66666666667,112841.82155473725,10478551,56.090054899942125,53.93457117595051,118536.50662720887,23950,24550,23800,24550,5480252,0.025052192066805867,2.5052192066805867,175.03504215367298,22533.333333333332,22734.356151320455,66700794,73.06594135870935,234.83583750695618,23948.227785390714
2010-03-23,116500,117500,115500,117500,937152,0.017316017316017396,1.7316017316017396,430.16407991098276,112666.66666666667,113558.46439246998,11415703,60.244876491274724,118.77394636015387,118635.55686498569,24800,24850,24150,24450,4939017,-0.004073319755600768,-0.40733197556007683,210.37580832222136,22675.0,22998.301358809615,61761777,71.7483221331849,205.76429030186245,24294.634070488897
2010-03-24,117500,118500,116000,116500,591629,-0.008510638297872353,-0.8510638297872353,526.987850099495,112791.66666666667,114011.00833208997,10824074,57.32420818446733,124.66843501326265,118546.27913709066,24600,24850,24200,24850,3434197,0.01635991820040905,1.6359918200409052,242.12017399968272,22845.833333333332,23283.178072838902,65195974,73.78476995443377,180.95642331635565,24699.268024405555
2010-03-25,116000,117000,114500,117000,743204,0.0042918454935623185,0.42918454935623185,593.9304688488121,113041.66666666667,114470.85320407613,11567278,58.40990050680417,87.30158730158699,118925.46726931397,24700,25650,24650,25300,4121174,0.01810865191146882,1.810865191146882,272.58533575776346,23116.666666666668,23593.458369325224,69317148,75.89028488639752,184.99769903359416,25145.514803957638
2010-03-26,116000,116500,114500,116000,587318,-0.008547008547008517,-0.8547008547008517,541.5547346730893,113166.66666666667,114706.10655729519,10979960,55.37560190047617,66.22333056248249,119127.29309556998,25300,25400,24900,25200,2550684,-0.0039525691699604515,-0.39525691699604515,264.9306909425693,23366.666666666668,23840.618620198267,66766464,74.45910367504048,149.72534943166374,25479.818264631092
2010-03-29,115000,117500,115000,117000,592691,0.008620689655172376,0.8620689655172376,543.5392058465981,113583.33333333333,115059.01324078823,11572651,57.73982174889049,88.94295755609635,119391.71612243312,24850,25950,24850,25850,3658130,0.025793650793650702,2.57936507936507,281.0439762291561,23704.166666666668,24149.754217090842,70424594,77.43756794390893,143.667753229506,25919.67624014021
2010-03-30,117500,118000,115000,116000,597286,-0.008547008547008517,-0.8547008547008517,450.6174079105981,114250.0,115203.78043451312,10975365,54.62324607622644,78.91264185800983,119597.36781329766,26200,26450,25600,25750,4137023,-0.003868471953578312,-0.3868471953578312,262.70605066712506,24091.666666666668,24395.945875999943,66287571,75.96976295900367,138.94681960375377,26268.274620624532
2010-03-31,115500,116000,114000,115500,823073,-0.004310344827586188,-0.4310344827586188,333.9630970162219,114916.66666666667,115249.35267535725,10152292,53.08050869956408,40.16692749087143,119684.98038357588,25800,25900,25250,25250,4327610,-0.01941747572815533,-1.9417475728155331,197.6102521794869,24416.666666666668,24527.338818153796,61959961,68.93409375965162,100.35312474336851,26491.048572696316
2010-04-01,114500,122000,114500,121000,1831497,0.04761904761904767,4.761904761904767,590.6937319679857,115875.0,116134.06764837922,11983789,64.8430884540346,148.17527157329448,120782.49567806235,25200,26350,25100,26350,4978492,0.0435643564356436,4.35643564356436,208.2778224861405,24754.166666666668,24807.74823074552,66938453,74.52398650338236,108.62470862470848,26893.724553990305
2010-04-02,123000,128000,122500,128000,2762739,0.05785123966942152,5.785123966942152,1162.3767584224931,117208.33333333333,117959.59570247473,14746528,73.83404517899747,276.6385203055888,123792.51095560532,26500,26700,25650,26050,6147534,-0.011385199240986688,-1.1385199240986688,176.0537562774415,25029.166666666668,24998.863887553904,60790919,70.78320024009945,104.57153433277816,27188.669631910692
2010-04-05,128000,132500,127000,130500,1376660,0.01953125,1.953125,1611.668494384417,118791.66666666667,119888.88867132478,16123188,76.1772671146435,277.9898218829515,126867.14970281768,26450,27150,26250,26800,5884966,0.028790786948176494,2.8790786948176494,185.2425669343827,25362.5,25275.961751007148,66675885,74.2615545734887,116.35634790864499,27589.025886230993
2010-04-06,130500,131000,128000,129000,725696,-0.011494252873563204,-1.1494252873563204,1701.7511515840083,119958.33333333333,121290.59810650558,15397492,72.01041502366412,209.39490445859866,128986.89434098611,27100,27150,26300,26400,3255342,-0.014925373134328401,-1.4925373134328401,146.09395520046223,25566.666666666668,25448.89071239066,63420543,69.50860547345377,102.08596713021505,27826.359958084537
2010-04-07,128000,128500,126000,128000,983552,-0.007751937984496138,-0.7751937984496138,1589.9964323122572,121000.0,122322.81378242781,14413940,69.2893277646861,147.67347881307018,130585.40099885374,26300,26750,26100,26350,3637450,-0.0018939393939394478,-0.18939393939394478,100.70382314105382,25716.666666666668,25587.522910484404,59783093,68.91485133861781,86.56077748767049,28014.940224532613
2010-04-08,126500,128000,125500,127500,932601,-0.00390625,-0.390625,1385.8772311745229,121833.33333333333,123119.3039697466,13481339,67.90760704699255,116.96087540002063,131861.55265838723,26150,26900,26150,26900,2944595,0.020872865275142205,2.0872865275142205,91.84212669353474,25920.833333333332,25789.442462717572,62727688,71.77135910408605,91.00192896856915,28201.12965909187
2010-04-09,128500,129000,123500,126500,775891,-0.007843137254901933,-0.7843137254901933,1099.4985015623934,122666.66666666667,123639.41105132404,12705448,65.11105236664184,93.2784636488338,132481.2141792285,27000,27350,26550,27000,3698843,0.0037174721189590088,0.3717472118959009,77.41301528275199,26100.0,25975.682083837943,66426531,72.27030058999145,99.71509971509977,28209.31242613159
2010-04-12,126000,126000,117000,118000,2742014,-0.06719367588932801,-6.719367588932801,295.43508123586344,122750.0,122771.80935112035,9963434,47.28569414247262,16.345954893440787,131987.98933639444,26750,26950,25050,25050,10124493,-0.07222222222222219,-7.222222222222219,-70.75189685220607,26079.166666666668,25833.26945555518,56302038,52.706832075465485,31.077115504882787,27918.949338735947
2010-04-13,119000,120500,117500,120000,1127562,0.016949152542372836,1.6949152542372836,-121.54062709110804,123083.33333333333,122345.37714325567,11090996,50.70532562744885,-2.7847396268448206,131671.15117564975,25400,26150,25050,26050,7104305,0.03992015968063867,3.9920159680638667,-106.54940231637215,26150.0,25866.612616239,63406343,58.85755500474679,28.351971083248788,27780.264583940632
2010-04-14,121000,122500,119000,119500,1115054,-0.004166666666666652,-0.4166666666666652,-433.30584489158673,123291.66666666667,121907.62681352402,9975942,49.83494446001404,4.839471199244433,131479.7980793944,26250,26300,25500,25700,4701510,-0.013435700575815779,-1.3435700575815779,-155.95162832194364,26137.5,25840.979906048386,58704833,56.107137655071334,27.396338179859782,27602.775916494593
2010-04-15,119500,120000,116000,119000,1129764,-0.004184100418409997,-0.4184100418409997,-661.7963259420035,123541.66666666667,121460.2996114434,8846178,48.9304215930801,-29.90490490490499,131133.79702207173,25800,25800,24950,25200,6959667,-0.01945525291828798,-1.945525291828798,-220.5084875410496,26091.666666666668,25742.367612810172,51745166,52.344001395808,-29.80200040824637,27314.331697709324
2010-04-16,118500,122000,118000,119000,770098,0.0,0.0,-792.6967671146708,123833.33333333333,121081.79197891365,9616276,48.9304215930801,-14.707796433684615,131043.62545907982,24950,25500,24550,24950,5682239,-0.009920634920634885,-0.9920634920634885,-274.7228006271408,26066.666666666668,25620.46490314707,46062927,50.519494477976686,-75.44581618655697,27209.96688705415
2010-04-19,117500,120500,117000,119000,709861,0.0,0.0,-853.7609282178923,123666.66666666667,120761.51628985001,10326137,48.9304215930801,-31.567683253076588,130962.1776677284,24500,25150,24500,24950,3481224,0.0,0.0,-303.03203750084003,25950.0,25517.31645650906,49544151,50.519494477976686,-97.74580335731433,27178.218090684655
2010-04-20,120500,123000,120000,123000,1028439,0.03361344537815136,3.3613445378151363,-610.6354285742416,123250.0,121105.89839910385,11354576,56.770338259568234,15.339713568180107,131135.64944474946,25100,25500,25050,25350,2907512,0.01603206412825653,1.603206412825653,-287.4027206560121,25891.666666666668,25491.575463199973,52451663,53.52545382267251,-56.483199340341926,27115.222203935336
2010-04-21,124000,125500,122500,125000,1040971,0.016260162601626105,1.6260162601626105,-315.83834911938743,122791.66666666667,121704.99095308788,12395547,60.070938760336055,46.984383414108706,131427.96346483898,25650,26250,25550,26250,4514370,0.035502958579881616,3.5502958579881616,-212.48900334208372,25845.833333333332,25608.256161169207,56966033,59.488815111794885,25.65826330532198,27132.34343949472
2010-04-22,125000,128000,124000,125500,1345118,0.0040000000000000036,0.40000000000000036,-99.11491075916433,122500.0,122288.83849876666,13740665,60.875183319688766,63.31921758419035,131731.75349296778,26200,26400,25750,26400,3294968,0.005714285714285783,0.5714285714285783,-151.7230156369816,25845.833333333332,25730.062905604715,60261001,60.40081676489738,42.675893886966406,27185.22198869537
