Date,Open,High,Low,Close,Volume,Change,pct_change,trend_macd_diff,trend_sma_fast,trend_ema_fast,volume_obv,momentum_rsi,trend_cci,volatility_bbh,Open,High,Low,Close,Volume,Change,pct_change,trend_macd_diff,trend_sma_fast,trend_ema_fast,volume_obv,momentum_rsi,trend_cci,volatility_bbh
2010-01-04,119500,120500,118000,119000,1606672,-0.016528925619834656,,0.0,119000.0,119000.0,1606672,100.0,0.0,119000.0,20100,20900,20000,20800,4286586,0.03740648379052369,,0.0,20800.0,20800.0,4286586,100.0,0.0,20800.0
2010-01-05,118000,119000,110000,110000,3051322,-0.07563025210084029,-7.563025210084029,-574.3589743589749,114500.0,117615.38461538461,-1444650,0.0,-66.66666666666683,123500.0,20850,21100,19650,19650,11881641,-0.055288461538461564,-5.528846153846157,-73.39031339031354,20225.0,20623.076923076922,-7595055,0.0,-66.66666666666667,21375.0
2010-01-06,111000,112500,108000,111000,1683782,0.009090909090909038,0.9090909090909038,-839.1204616845632,113333.33333333333,116597.63313609466,239132,10.687022900763367,-75.2808988764046,121388.6973157297,19750,20150,19300,19850,6922929,0.010178117048346147,1.0178117048346147,-102.61189438397588,20100.0,20504.142011834316,-672126,15.774647887323951,-94.59459459459453,21103.327796219495
2010-01-07,111000,111500,105000,106000,1739446,-0.04504504504504503,-4.504504504504503,-1276.946465011627,111500.0,114967.22803823395,-1500314,6.783451360417445,-94.90196078431379,120933.98113205661,19800,19850,18900,18950,5891529,-0.04534005037783373,-4.534005037783373,-172.58308297577045,19812.5,20265.043240782885,-6563655,8.94019403168366,-108.49673202614399,21134.19398878863
2010-01-08,106000,107000,102500,106000,2180088,0.0,0.0,-1478.2956532022208,110400.0,113587.65449389027,679774,6.783451360417445,-98.0066445182724,119916.30180269625,18750,19350,18450,19350,7175395,0.02110817941952514,2.110817941952514,-181.07101611206733,19720.0,20124.26735758552,611740,24.580043971176195,-95.89041095890401,20958.70900537616
2010-01-11,107500,107500,101500,101500,1894737,-0.04245283018867929,-4.245283018867929,-1804.680850181134,108916.66666666667,111728.01534098407,-1214963,4.911072826237941,-95.17819706498962,119847.00162137974,19300,19350,18600,18750,4437430,-0.03100775193798455,-3.100775193798455,-213.9824507218563,19558.333333333332,19912.841610264666,-3825690,19.241520163389538,-86.29441624365461,20900.49162835255
2010-01-12,102000,104000,101500,103000,1514918,0.014778325123152802,1.4778325123152802,-1805.30732815402,108071.42857142857,110385.24375006344,299955,13.48352701862622,-85.87487781036161,119005.36749608711,18800,19300,18800,18950,3249009,0.010666666666666602,1.0666666666666602,-208.93495076403045,19471.428571428572,19764.71213176241,-576681,25.082494092724005,-62.43718592964798,20784.937658739724
2010-01-13,102000,103500,101500,102000,1235013,-0.009708737864077666,-0.9708737864077666,-1757.1512100056689,107312.5,109095.20625005367,-935058,12.663864803657717,-80.952380952381,118300.41950279943,18800,19200,18800,19000,2774689,0.0026385224274405594,0.26385224274405594,-189.45656885104654,19412.5,19647.06411149127,2198008,26.513461090563737,-58.432934926958595,20680.12573340872
2010-01-14,103000,104500,102500,103500,1189358,0.014705882352941124,1.4705882352941124,-1517.3944663850916,106888.88888888889,108234.40528850695,254300,20.47331120206003,-59.50413223140494,117521.93776468467,19200,19300,18800,19100,3078662,0.0052631578947368585,0.5263157894736858,-158.33158563316533,19377.777777777777,19562.900402031075,5276670,29.417214800780243,-47.000000000000114,20588.939856216046
2010-01-15,104500,109000,103500,108000,1855367,0.04347826086956519,4.347826086956519,-975.2031669400799,107000.0,108198.34293642896,2109667,38.29830258404185,-9.787928221859707,117109.40156488009,19200,19600,18700,19100,5504880,0.0,0.0,-127.5592580723378,19350.0,19491.684955564757,10781550,29.417214800780243,-36.60886319845835,20511.034021895997
2010-01-18,107000,109000,106500,108000,1138109,0.0,0.0,-556.831112779576,107090.90909090909,108167.8286385168,3247776,38.29830258404185,6.45634629493745,116746.97813692816,18750,18800,18500,18650,4705585,-0.023560209424083767,-2.3560209424083767,-127.04831987109719,19286.363636363636,19362.194962400947,6075965,24.387905278982544,-97.92547834843863,20464.25922449058
2010-01-19,109500,109500,103500,104500,1103103,-0.03240740740740744,-3.240740740740744,-460.09100981257006,106875.0,107603.54730951422,2144673,31.857339262871008,-28.125000000000018,116230.25698916567,18700,19050,18500,18550,3689605,-0.00536193029490617,-0.536193029490617,-122.90566732829899,19225.0,19237.24189126234,2386360,23.429303224359487,-85.34167970787648,20423.957880828177
2010-01-20,105000,105500,102000,103500,1009778,-0.009569377990430672,-0.9569377990430672,-409.42205883791485,105583.33333333333,106972.23233881973,1134895,30.289916961255813,-64.48703494926737,115781.82714447152,19050,19200,18550,18700,3884583,0.008086253369272267,0.8086253369272267,-100.46934845440086,19050.0,19154.589292606594,6270943,28.000889590569926,-65.26104417670682,20370.02970062127
2010-01-21,103000,109000,102500,109000,1692972,0.0531400966183575,5.31400966183575,25.462206982375392,105500.0,107284.19659438591,2827867,46.02072247029366,-4.138410711180851,115703.70802000778,18500,19450,18500,19400,4630734,0.03743315508021383,3.743315508021383,-32.41435777329929,19029.166666666668,19192.344786051734,10901677,44.61826264580786,-18.055555555555365,20347.66844390828
2010-01-22,108000,110500,107000,109500,1813742,0.004587155963302836,0.4587155963302836,359.2214842253661,105375.0,107625.08942601885,4641609,47.187489563031384,38.19444444444436,115688.03251280695,19300,19700,19100,19600,6331450,0.010309278350515427,1.0309278350515427,28.831024518258403,19008.333333333332,19255.060972813008,17233127,48.290432678187976,37.98652694610756,20353.234709687393
2010-01-25,108500,111500,108000,111000,1178306,0.013698630136986356,1.3698630136986356,675.1002903126237,105791.66666666667,108144.30643740056,5819915,50.63482633249776,58.394160583941606,115885.9925690066,19300,19600,19150,19250,3747480,-0.017857142857142905,-1.7857142857142905,47.43226521585609,19033.333333333332,19254.282361611007,13485647,42.926268339540584,15.206687278140178,20318.978307049118
2010-01-26,111000,111500,104000,108500,1135784,-0.022522522522522515,-2.2522522522522515,706.4037291106561,106000.0,108199.02852395432,4684131,45.324585984713735,13.232893910859854,115724.16770293849,19300,19350,18350,18600,4605612,-0.03376623376623378,-3.3766233766233777,19.076469469923836,18970.833333333332,19153.623536747775,8880035,35.123205295528365,-80.3300533005328,20289.964730508407
2010-01-27,108500,111500,105000,109000,1557578,0.004608294930875667,0.4608294930875667,747.5428173081182,106625.0,108322.25490488442,6241709,46.53231884274848,23.615464994775234,115618.61519428498,18700,19400,18400,18850,4812513,0.013440860215053752,1.3440860215053752,20.16778896209081,18979.166666666668,19106.912223401963,13692548,39.66592532248131,-57.575757575757834,20251.430894363384
2010-01-28,112000,114500,111000,113500,2008360,0.041284403669724856,4.128440366972486,1046.256974996174,107500.0,109118.83107336375,8250069,55.96086577236429,112.97399245582673,116172.92481536695,19050,19650,18950,19650,5676862,0.04244031830238737,4.244031830238737,74.71252965812118,19037.5,19190.46418903243,19369410,51.39453102133713,37.82542113323118,20269.245124591813
2010-01-29,113000,116500,112000,113000,2598600,-0.004405286343612369,-0.4405286343612369,1169.2821560644816,108416.66666666667,109715.93398515394,5651469,54.80445675733581,117.66700576466584,116539.31550096095,19500,19950,19400,19550,7900391,-0.0050890585241730735,-0.5089058524173073,102.29533135789939,19083.333333333332,19245.777390719748,11469019,50.08391140277211,72.41794640168605,20270.98295440788
2010-02-01,115000,117000,114500,116000,1626037,0.026548672566371723,2.6548672566371723,1396.4364997742357,109458.33333333333,110682.71337205333,7277506,60.12832672352861,171.61359956826766,115688.04648339306,19950,20700,19800,20650,9113165,0.05626598465473154,5.626598465473154,187.88102081968486,19212.5,19461.811638301326,20582184,61.66465613617553,216.01489757914374,20219.564721250572
2010-02-02,116000,116000,111000,112000,1324788,-0.03448275862068961,-3.4482758620689613,1227.0427712818243,109791.66666666667,110885.3728532759,5952718,51.42938229142254,110.45152005756441,115945.44263117692,20850,20850,20000,20200,5489218,-0.021791767554479424,-2.1791767554479424,205.98965559454246,19304.166666666668,19575.379078562662,15092966,55.946292542309834,200.4641065948059,20320.863711521844
2010-02-03,114000,114500,110000,112000,1017439,0.0,0.0,1070.4542692930006,110125.0,111056.85395277191,6970157,51.42938229142254,88.05031446540912,116083.48321204404,20600,20650,20050,20500,4323733,0.014851485148514865,1.4851485148514865,228.24945095213846,19458.333333333332,19717.62845109148,19416699,58.69620478754598,183.41082137322329,20458.83328670024
2010-02-04,113000,117500,112500,116000,1374732,0.03571428571428581,3.571428571428581,1182.9313366829447,111083.33333333333,111817.33796003777,8344889,58.40796149051224,130.5874093142991,117241.27058674327,20500,21350,20500,21100,8300454,0.029268292682926855,2.9268292682926855,270.5692905629025,19670.833333333332,19930.300997077407,27717153,63.591251110802666,210.59431524547782,20797.849254137625
2010-02-05,112000,115500,112000,115500,1452309,-0.004310344827586188,-0.4310344827586188,1168.2816295828786,112083.33333333333,112383.90135080118,6892580,57.299704539660056,98.55590293285672,118147.28220726101,20300,20800,20200,20550,7336033,-0.026066350710900466,-2.6066350710900466,249.23690582725283,19825.0,20025.639305219345,20381120,56.930709223649785,126.45011600928115,20946.985449665437
2010-02-08,116000,117500,114000,116000,904978,0.0043290043290042934,0.43290043290042934,1135.874198605828,112666.66666666667,112940.22421990869,7797558,58.154769408730225,110.53540587219344,118693.17609054071,20750,21150,20350,20850,4429357,0.014598540145985384,1.4598540145985384,242.80377179890667,19945.833333333332,20152.464027493294,24810477,59.42698587775754,131.42485361092994,21136.4335250802
2010-02-09,115000,117500,114000,116500,1228375,0.004310344827586299,0.4310344827586299,1091.4465343471481,113250.0,113487.88203223042,9025933,59.03811929052958,102.0878329733623,119289.23934124151,21000,21350,20450,20850,5568912,0.0,0.0,226.3477369280767,20050.0,20259.777254032786,30379389,59.42698587775753,120.52864830642638,21304.16146612603
2010-02-10,117000,117500,114000,114000,904339,-0.02145922746781115,-2.145922746781115,847.8731734301507,113500.0,113566.66941188727,8121594,53.01227481861735,79.52167414050814,119146.95065252928,21000,21100,20600,20650,3600617,-0.00959232613908878,-0.959232613908878,191.19276948384606,20166.666666666668,20319.81152264313,26778772,56.878112403548975,96.55789003129199,21415.815341743102
2010-02-11,115000,117500,114500,116000,758516,0.01754385964912286,1.7543859649122862,777.4946787162653,114125.0,113941.0279639046,8880110,56.81015870335783,87.02445121474867,119296.88448502049,20700,21400,20700,21000,4297794,0.016949152542372836,1.6949152542372836,180.8245029491177,20366.666666666668,20424.455903774953,31076566,60.103089074490576,103.91619208324533,21573.43015193675
2010-02-12,117000,117500,114500,116000,629496,0.0,0.0,689.9533325050979,114708.33333333333,114257.79289253466,9509606,56.81015870335782,80.37143772014076,119743.3653364141,21000,21150,20800,21050,2690471,0.0023809523809523725,0.23809523809523725,166.97814724622185,20550.0,20520.693457040346,33767037,60.556911932785674,90.2040816326531,21717.65040867973
2010-02-16,116000,119000,115000,117000,893113,0.008620689655172376,0.8620689655172376,658.488826108395,115000.0,114679.67090906779,10402719,58.74384229584268,92.55631733594518,120262.56977640392,21100,21800,21050,21750,4260521,0.03325415676959631,3.325415676959631,192.7785459881663,20725.0,20709.817540572603,38027558,66.33107523110516,121.19368684308371,21944.122135466452
2010-02-17,118000,118500,116500,117500,723088,0.004273504273504258,0.42735042735042583,630.4119567942898,115375.0,115113.56769228812,11125807,59.715026420954906,97.6935894062964,120308.77494811665,22000,22000,21550,21700,3400689,-0.0022988505747126853,-0.22988505747126853,193.77363363102424,20904.166666666668,20862.153303561434,34626869,65.59244240758447,128.25788751714697,22095.32540563716
