,Name,Open,High,Low,Close,Volume,Change
2023-11-20,현대모비스,226000,228500,223000,225500,160966,-0.017429193899782147
2023-11-21,현대모비스,228000,232000,226500,231500,103110,0.026607538802660757
2023-11-22,현대모비스,227500,231000,227000,229500,80745,-0.008639308855291628
2023-11-23,현대모비스,229500,234500,229500,233000,85826,0.015250544662309462
2023-11-24,현대모비스,232000,234000,230500,232500,40335,-0.0021459227467811592
2023-11-27,현대모비스,233500,233500,230000,232000,57610,-0.0021505376344086446
2023-11-28,현대모비스,234000,234000,230500,233500,102930,0.006465517241379226
2023-11-29,현대모비스,231500,233500,229500,230500,102655,-0.012847965738758016
2023-11-30,현대모비스,227500,232000,226500,229000,242068,-0.006507592190889366
2023-11-01,신한지주,34750,35100,34450,35000,742924,0.007194244604316502
2023-11-02,신한지주,35050,35500,34350,34500,1219824,-0.014285714285714235
2023-11-03,신한지주,34950,35050,34700,34900,805662,0.011594202898550732
2023-11-06,신한지주,35000,36100,34750,36100,1117837,0.034383954154727725
2023-11-07,신한지주,35400,35650,34750,35050,1178490,-0.02908587257617734
2023-11-08,신한지주,35350,35450,34700,34900,765310,-0.004279600570613384
2023-11-09,신한지주,34750,35150,34750,34800,816083,-0.002865329512893977
2023-11-10,신한지주,34750,35400,34750,35300,886013,0.014367816091954033
2023-11-13,신한지주,35600,35600,35150,35400,472602,0.0028328611898016387
2023-11-14,신한지주,35750,36000,35450,35700,764704,0.008474576271186418
2023-11-15,신한지주,36350,36400,35850,36300,1201910,0.01680672268907557
2023-11-16,신한지주,36400,36600,36050,36350,611301,0.0013774104683195176
2023-11-17,신한지주,36300,36500,35950,36100,502726,-0.00687757909215958
2023-11-20,신한지주,36000,36500,35850,36300,506681,0.005540166204986097
2023-11-21,신한지주,36550,37000,36350,36950,969640,0.017906336088154173
2023-11-22,신한지주,36550,37000,36550,36850,474085,-0.0027063599458727605
2023-11-23,신한지주,36700,37350,36700,36950,609988,0.0027137042062415073
2023-11-24,신한지주,37050,37100,36750,36750,404462,-0.005412719891745632
2023-11-27,신한지주,36500,37000,36450,36750,601759,0.0
2023-11-28,신한지주,37050,37100,36600,37000,742029,0.006802721088435382
2023-11-29,신한지주,36600,36950,36200,36300,726167,-0.018918918918918948
2023-11-30,신한지주,36200,36900,36050,36900,1461987,0.016528925619834656
2023-11-01,LG전자,101100,101900,100000,100300,426695,0.006018054162487463
2023-11-02,LG전자,102100,103000,99600,99700,1102768,-0.005982053838484491
2023-11-03,LG전자,100900,101700,100400,101400,524655,0.01705115346038122
2023-11-06,LG전자,103900,105300,102700,105300,794809,0.03846153846153855
2023-11-07,LG전자,105000,105000,102600,103400,500058,-0.018043684710351338
2023-11-08,LG전자,104600,106400,102700,102800,578249,-0.005802707930367523
2023-11-09,LG전자,103100,104900,103000,103700,390517,0.008754863813229541
2023-11-10,LG전자,103300,104200,102100,103700,315618,0.0
2023-11-13,LG전자,105100,105100,102100,102100,336661,-0.015429122468659573
2023-11-14,LG전자,103100,104100,102600,103300,293782,0.011753183153770719
2023-11-15,LG전자,105700,106800,104700,106700,656732,0.03291384317521784
2023-11-16,LG전자,106600,111800,106500,108400,1367614,0.015932521087160367
2023-11-17,LG전자,109100,109100,105600,105700,558146,-0.024907749077490826
2023-11-20,LG전자,106100,107400,105300,106600,360450,0.008514664143803197
2023-11-21,LG전자,106900,109400,106900,108400,553572,0.016885553470919357
2023-11-22,LG전자,107900,108200,106600,107600,362536,-0.0073800738007380184
2023-11-23,LG전자,107900,108200,105300,106000,536208,-0.014869888475836479
2023-11-24,LG전자,106300,106800,104800,104900,359388,-0.010377358490566091
2023-11-27,LG전자,105300,106000,103800,104100,418757,-0.007626310772163913
2023-11-28,LG전자,105000,105800,103700,104500,543628,0.003842459173871271
2023-11-29,LG전자,104200,104900,103000,103400,536827,-0.010526315789473717
2023-11-30,LG전자,103000,104000,102500,102700,925212,-0.0067698259187620735
2023-11-01,삼성생명,72400,72800,71500,72700,194458,0.0055325034578146415
2023-11-02,삼성생명,72900,73400,69600,70100,375774,-0.03576341127922966
2023-11-03,삼성생명,70400,70500,68800,70000,275939,-0.0014265335235378318
2023-11-06,삼성생명,70000,70300,68100,69100,627701,-0.0128571428571429
2023-11-07,삼성생명,68700,69100,68300,69100,195838,0.0
2023-11-08,삼성생명,69400,69400,68300,68400,183574,-0.01013024602026047
2023-11-09,삼성생명,68000,69400,68000,69300,146685,0.013157894736842035
2023-11-10,삼성생명,68700,69700,68500,69700,96591,0.005772005772005873
2023-11-13,삼성생명,70000,70100,69200,69800,108270,0.0014347202295552641
2023-11-14,삼성생명,70500,70600,69700,69800,146194,0.0
2023-11-15,삼성생명,70700,70900,69100,69500,379725,-0.004297994269340966
2023-11-16,삼성생명,69100,69600,68900,69500,173794,0.0
2023-11-17,삼성생명,69100,69800,69000,69100,123935,-0.0057553956834532904
2023-11-20,삼성생명,69000,69500,68800,69200,91296,0.0014471780028944004
2023-11-21,삼성생명,69500,69600,69200,69500,164204,0.004335260115607031
2023-11-22,삼성생명,69200,69900,69100,69600,80811,0.0014388489208632116
2023-11-23,삼성생명,69500,70300,69500,70300,127556,0.010057471264367734
2023-11-24,삼성생명,70500,70500,69700,69800,80835,-0.007112375533428139
2023-11-27,삼성생명,70200,70200,69300,69700,96976,-0.0014326647564469885
2023-11-28,삼성생명,70100,70400,69600,70400,157286,0.010043041606886627
2023-11-29,삼성생명,69700,70400,69300,69400,108883,-0.014204545454545414
2023-11-30,삼성생명,69700,70000,69000,70000,229737,0.008645533141210304
2023-11-01,SK이노베이션,123400,126200,120100,120400,486450,-0.014729950900163713
2023-11-02,SK이노베이션,122000,127900,122000,127600,750765,0.05980066445182719
2023-11-03,SK이노베이션,130800,142000,128500,137100,2182595,0.07445141065830718
2023-11-06,SK이노베이션,145000,158600,141600,155500,2562784,0.1342086068563093
2023-11-07,SK이노베이션,153000,153000,140900,144500,1494573,-0.07073954983922826
2023-11-08,SK이노베이션,144000,147000,139000,139000,774289,-0.03806228373702425
2023-11-09,SK이노베이션,139700,140000,135600,136000,566872,-0.021582733812949617
2023-11-10,SK이노베이션,133600,133600,131100,131300,427428,-0.03455882352941175
2023-11-13,SK이노베이션,132700,134800,130400,131000,371436,-0.0022848438690022954
2023-11-14,SK이노베이션,133100,136500,132400,134300,497182,0.02519083969465652
2023-11-15,SK이노베이션,139500,140500,137800,139700,599931,0.04020848845867464
2023-11-16,SK이노베이션,141000,141000,137900,138800,354823,-0.006442376521116677
2023-11-17,SK이노베이션,137100,137300,135200,136100,316282,-0.019452449567723296
2023-11-20,SK이노베이션,137400,140900,136600,140600,339299,0.03306392358559873
2023-11-21,SK이노베이션,141400,142300,139200,142200,341776,0.011379800853485111
2023-11-22,SK이노베이션,140900,142800,140200,142300,210744,0.0007032348804500987
2023-11-23,SK이노베이션,142300,144000,141300,142700,201099,0.0028109627547434624
2023-11-24,SK이노베이션,143300,144000,141100,141500,181347,-0.008409250175192673
2023-11-27,SK이노베이션,141500,141900,139500,140000,195480,-0.010600706713780883
2023-11-28,SK이노베이션,141000,142800,140400,141300,226814,0.009285714285714342
2023-11-29,SK이노베이션,141800,142700,140100,142300,261047,0.007077140835102691
2023-11-30,SK이노베이션,141600,143100,140100,143100,325130,0.005621925509486925
2023-11-01,LG,77300,78300,76600,77500,135688,0.0038860103626943143
2023-11-02,LG,78800,79800,77800,78300,124333,0.010322580645161228
2023-11-03,LG,79200,79800,78600,79000,125591,0.008939974457215838
2023-11-06,LG,79300,84600,78500,84600,225945,0.07088607594936702
2023-11-07,LG,82900,83100,80500,82400,236797,-0.026004728132387744
2023-11-08,LG,83100,83900,81100,81500,128795,-0.01092233009708743
2023-11-09,LG,80900,82700,80900,82700,109301,0.014723926380368013
2023-11-10,LG,81900,82700,80800,81300,61896,-0.016928657799274438
2023-11-13,LG,82200,83000,81200,81800,80501,0.006150061500614923
2023-11-14,LG,82800,82900,81300,81300,276869,-0.006112469437652757
2023-11-15,LG,82900,84400,82400,84300,212557,0.03690036900368998
2023-11-16,LG,84000,84900,83700,84900,115476,0.007117437722419906
2023-11-17,LG,85700,85700,84600,85300,91990,0.004711425206124886
2023-11-20,LG,85300,86200,84800,85400,88990,0.0011723329425556983
2023-11-21,LG,86600,86600,85500,86500,112736,0.012880562060889833
2023-11-22,LG,85300,86100,84600,85100,83501,-0.016184971098265888
2023-11-23,LG,84300,84900,83000,83400,136500,-0.0199764982373678
2023-11-24,LG,83000,83400,82200,82200,101601,-0.014388489208633115
2023-11-27,LG,82600,82600,80900,81700,108969,-0.006082725060827299
2023-11-28,LG,82500,83500,81700,83000,185416,0.01591187270501826
2023-11-29,LG,82300,83200,81600,82200,148070,-0.009638554216867434
2023-11-30,LG,81900,84100,81600,84100,387163,0.02311435523114347
2023-11-01,삼성에스디에스,138300,140000,136500,138100,87738,-0.0007235890014472002
2023-11-02,삼성에스디에스,140900,140900,137500,138200,86466,0.0007241129616220032
2023-11-03,삼성에스디에스,139800,140000,136600,137500,112548,-0.00506512301013029
2023-11-06,삼성에스디에스,135200,135900,131200,135700,279487,-0.013090909090909042
2023-11-07,삼성에스디에스,134300,137500,134100,137200,164390,0.011053795136330091
2023-11-08,삼성에스디에스,139800,142900,139200,141800,169851,0.03352769679300294
2023-11-09,삼성에스디에스,142000,144500,140000,143700,126107,0.013399153737658764
2023-11-10,삼성에스디에스,142300,144800,141800,144100,68170,0.0027835768963118124
2023-11-13,삼성에스디에스,145000,145000,141700,144200,84348,0.000693962526023606
2023-11-14,삼성에스디에스,145500,145500,142600,143600,82626,-0.004160887656033285
2023-11-15,삼성에스디에스,146200,149900,145600,149800,197621,0.04317548746518107
2023-11-16,삼성에스디에스,148700,149100,146400,147500,86635,-0.015353805073431204
2023-11-17,삼성에스디에스,148200,149400,146200,147600,105821,0.0006779661016949046
2023-11-20,삼성에스디에스,147500,147500,144200,145500,73442,-0.014227642276422814
2023-11-21,삼성에스디에스,147500,147500,144700,145800,61211,0.0020618556701030855
2023-11-22,삼성에스디에스,143300,147700,143300,146400,69622,0.004115226337448652
2023-11-23,삼성에스디에스,146100,148000,145400,147300,60018,0.006147540983606481
2023-11-24,삼성에스디에스,147800,155900,147800,155200,355479,0.05363204344874406
2023-11-27,삼성에스디에스,155200,159600,154500,158900,242077,0.023840206185566926
2023-11-28,삼성에스디에스,159500,159500,156500,158800,110475,-0.0006293266205160686
2023-11-29,삼성에스디에스,159600,166800,159400,166200,451119,0.046599496221662484
2023-11-30,삼성에스디에스,166100,168600,165500,168400,310207,0.013237063778579916
2023-11-01,삼성화재,259500,262000,256500,260000,65475,0.005802707930367523
2023-11-02,삼성화재,260500,264000,253000,253500,98310,-0.025000000000000022
2023-11-03,삼성화재,254000,254000,234000,248500,141534,-0.01972386587771202
2023-11-06,삼성화재,249000,263000,244000,263000,154502,0.05835010060362178
2023-11-07,삼성화재,256500,256500,244000,248000,101477,-0.057034220532319435
2023-11-08,삼성화재,249500,250000,241000,244000,90698,-0.016129032258064502
2023-11-09,삼성화재,242000,249500,239000,248500,82957,0.018442622950819665
2023-11-10,삼성화재,246500,250000,245500,250000,45118,0.006036217303822866
2023-11-13,삼성화재,250500,253000,248500,251500,85193,0.006000000000000005
2023-11-14,삼성화재,254000,255500,247500,248500,72634,-0.011928429423459286
2023-11-15,삼성화재,248500,250000,239000,245500,153942,-0.012072434607645843
2023-11-16,삼성화재,247000,249500,245500,249500,84014,0.016293279022403295
2023-11-17,삼성화재,250500,252000,245000,245000,56416,-0.018036072144288595
2023-11-20,삼성화재,246000,251500,245000,249500,45697,0.01836734693877551
2023-11-21,삼성화재,251500,251500,247500,248500,57005,-0.004008016032064132
2023-11-22,삼성화재,248000,254000,248000,254000,44417,0.02213279678068414
2023-11-23,삼성화재,254000,264000,253500,262000,79321,0.03149606299212593
2023-11-24,삼성화재,263000,268500,261000,261500,74308,-0.001908396946564861
2023-11-27,삼성화재,264000,266000,260500,265000,68360,0.013384321223709472
2023-11-28,삼성화재,267500,272000,265000,271000,98577,0.02264150943396226
2023-11-29,삼성화재,267000,268500,261000,262000,58997,-0.03321033210332103
2023-11-30,삼성화재,261000,263000,255000,260000,181267,-0.007633587786259555
2023-11-01,SK,145000,148800,143800,144900,158505,0.02042253521126769
2023-11-02,SK,147400,149700,146400,148900,150198,0.027605244996549372
2023-11-03,SK,150400,155700,150200,155500,208087,0.04432505036937551
2023-11-06,SK,157300,160800,156100,160800,225211,0.034083601286173604
2023-11-07,SK,159000,161000,156400,159900,193782,-0.005597014925373123
2023-11-08,SK,161800,161800,157100,159900,125723,0.0
2023-11-09,SK,158600,161900,158600,159600,164418,-0.0018761726078799779
2023-11-10,SK,159100,160200,157100,159600,82496,0.0
2023-11-13,SK,159000,159300,154200,155600,118882,-0.02506265664160401
2023-11-14,SK,157500,160700,156700,158600,125092,0.019280205655527016
2023-11-15,SK,161900,164700,161900,163800,177563,0.032786885245901676
2023-11-16,SK,163000,164600,162500,164600,100759,0.004884004884004867
2023-11-17,SK,164900,164900,161400,163000,90086,-0.009720534629404587
2023-11-20,SK,163000,164400,161100,163700,80679,0.004294478527607337
2023-11-21,SK,164500,164600,161800,164000,99448,0.0018326206475258733
2023-11-22,SK,162700,164500,162200,163500,107312,-0.0030487804878048808
2023-11-23,SK,163500,164300,161800,163300,85112,-0.0012232415902140303
2023-11-24,SK,163500,163500,160400,160700,111928,-0.015921616656460524
2023-11-27,SK,161500,162900,159900,161800,95290,0.0068450528935906085
2023-11-28,SK,162600,167500,161500,166600,210522,0.02966625463535233
2023-11-29,SK,165000,166500,162300,164700,126308,-0.01140456182472993
2023-11-30,SK,165200,166300,162400,163600,252803,-0.006678809957498477
2023-11-01,한국전력,16920,16960,16710,16770,589018,-0.00886524822695034
2023-11-02,한국전력,16880,17000,16120,16190,1956540,-0.03458556946929037
2023-11-03,한국전력,16320,16580,16210,16460,968025,0.016676961087090714
2023-11-06,한국전력,16660,17100,16590,17100,1431266,0.03888213851761857
2023-11-07,한국전력,16960,17380,16800,17240,1563916,0.008187134502924076
2023-11-08,한국전력,17330,18230,17110,17640,4131903,0.023201856148491906
2023-11-09,한국전력,17900,17990,17150,17190,2290944,-0.025510204081632626
2023-11-10,한국전력,17180,17250,16750,16950,1146817,-0.013961605584642212
2023-11-13,한국전력,17110,18190,16760,17870,4877863,0.05427728613569327
2023-11-14,한국전력,17700,17800,17330,17400,2086701,-0.026301063234471234
2023-11-15,한국전력,17580,17650,17350,17480,1445325,0.0045977011494253706
2023-11-16,한국전력,17500,17850,17410,17650,1601199,0.0097254004576659
2023-11-17,한국전력,17810,18040,17670,17780,1479460,0.007365439093484527
2023-11-20,한국전력,17750,17860,17620,17760,702034,-0.0011248593925758943
2023-11-21,한국전력,17790,18010,17740,17950,978874,0.010698198198198172
2023-11-22,한국전력,17990,18140,17910,18140,992240,0.010584958217270124
2023-11-23,한국전력,18050,18830,18050,18750,2855487,0.033627342888643774
2023-11-24,한국전력,18750,19200,18710,18790,1884022,0.0021333333333333204
2023-11-27,한국전력,18860,19060,18820,19000,1398986,0.011176157530601305
2023-11-28,한국전력,19000,19060,18680,18980,1026118,-0.001052631578947416
2023-11-29,한국전력,18850,19120,18540,18570,1114295,-0.021601685985247587
2023-11-30,한국전력,18560,18850,18390,18850,1308829,0.015078082929456116
2023-11-01,카카오뱅크,18160,18900,18100,18760,1372606,0.033039647577092435
2023-11-02,카카오뱅크,19020,20750,19020,20300,2313634,0.08208955223880587
2023-11-03,카카오뱅크,20700,21500,20350,21100,1252204,0.039408866995073843
2023-11-06,카카오뱅크,22450,24750,22250,24600,4255042,0.16587677725118488
2023-11-07,카카오뱅크,24300,24300,22750,22850,1962792,-0.07113821138211385
2023-11-08,카카오뱅크,23800,24200,22800,23000,2033535,0.006564551422319376
2023-11-09,카카오뱅크,22650,24500,22600,24050,2654666,0.04565217391304355
2023-11-10,카카오뱅크,23600,23750,22950,22950,969618,-0.04573804573804574
2023-11-13,카카오뱅크,23350,23500,23050,23250,652602,0.013071895424836555
2023-11-14,카카오뱅크,23450,23800,23100,23450,776621,0.008602150537634357
2023-11-15,카카오뱅크,23950,24400,23650,24350,1397420,0.03837953091684443
2023-11-16,카카오뱅크,24100,24350,23750,24350,545498,0.0
2023-11-17,카카오뱅크,24200,24450,23350,23700,581807,-0.026694045174537995
2023-11-20,카카오뱅크,23650,24100,23300,23900,588247,0.00843881856540074
2023-11-21,카카오뱅크,24100,26750,24050,26000,6552880,0.08786610878661083
2023-11-22,카카오뱅크,25750,26400,25300,26000,1599398,0.0
2023-11-23,카카오뱅크,26050,26200,25350,26000,1195898,0.0
2023-11-24,카카오뱅크,25800,26100,25300,25550,648757,-0.017307692307692357
2023-11-27,카카오뱅크,25350,25650,25100,25250,577231,-0.011741682974559686
2023-11-28,카카오뱅크,25400,26300,25100,26300,1257268,0.04158415841584162
2023-11-29,카카오뱅크,26300,26350,25850,26000,723505,-0.011406844106463865
2023-11-30,카카오뱅크,26000,26200,25600,26200,776201,0.007692307692307665
2023-11-01,하나금융지주,39400,39650,39050,39600,662753,0.010204081632652962
2023-11-02,하나금융지주,39950,40350,38950,39000,1306106,-0.015151515151515138
2023-11-03,하나금융지주,39500,40300,39350,40250,799078,0.03205128205128216
2023-11-06,하나금융지주,40650,42250,40250,42250,1380936,0.049689440993788914
2023-11-07,하나금융지주,41450,41600,40650,40850,1240357,-0.03313609467455625
2023-11-08,하나금융지주,41050,41100,40350,40450,822523,-0.009791921664626724
2023-11-09,하나금융지주,40250,40850,40250,40500,853357,0.0012360939431397266
2023-11-10,하나금융지주,40400,40900,40300,40800,987370,0.007407407407407307
2023-11-13,하나금융지주,41100,41100,40600,40800,489770,0.0
2023-11-14,하나금융지주,41200,41600,40850,41300,609330,0.01225490196078427
2023-11-15,하나금융지주,42050,42250,41600,41900,1119758,0.014527845036319542
2023-11-16,하나금융지주,42250,42250,41650,42000,551010,0.0023866348448686736
2023-11-17,하나금융지주,41900,42150,41450,41600,574398,-0.00952380952380949
2023-11-20,하나금융지주,41400,41850,41200,41600,649689,0.0
2023-11-21,하나금융지주,41900,42050,41500,41900,872697,0.007211538461538547
2023-11-22,하나금융지주,41300,41950,41300,41800,671653,-0.0023866348448687846
2023-11-23,하나금융지주,42000,42500,41850,42300,588852,0.011961722488038173
2023-11-24,하나금융지주,42200,42300,41750,41750,419233,-0.013002364066193817
2023-11-27,하나금융지주,41550,41950,41300,41550,732518,-0.004790419161676662
2023-11-28,하나금융지주,41500,41650,40700,41600,1102835,0.001203369434416457
2023-11-29,하나금융지주,41350,41700,41100,41250,713062,-0.008413461538461564
2023-11-30,하나금융지주,41100,41900,40900,41650,1473897,0.00969696969696976
2023-11-01,메리츠금융지주,50200,51000,49900,51000,288932,0.015936254980079667
2023-11-02,메리츠금융지주,51600,52300,51000,51200,305145,0.0039215686274509665
2023-11-03,메리츠금융지주,51900,52200,51300,51900,282402,0.013671875
2023-11-06,메리츠금융지주,52500,53200,50900,52100,495347,0.003853564547206201
2023-11-07,메리츠금융지주,51400,52600,51400,52600,350721,0.009596928982725572
2023-11-08,메리츠금융지주,53100,53400,52200,52600,251445,0.0
2023-11-09,메리츠금융지주,52300,53700,52300,53200,320671,0.011406844106463865
2023-11-10,메리츠금융지주,54400,54400,52600,52900,269331,-0.005639097744360888
2023-11-13,메리츠금융지주,53300,54300,53000,54200,358737,0.02457466918714557
2023-11-14,메리츠금융지주,55100,57000,54600,56400,733558,0.040590405904058935
2023-11-15,메리츠금융지주,57200,58200,57100,58100,726370,0.03014184397163122
2023-11-16,메리츠금융지주,58000,58000,55000,55300,509738,-0.048192771084337394
2023-11-17,메리츠금융지주,55100,56400,55100,55900,322934,0.010849909584086825
2023-11-20,메리츠금융지주,55800,55900,54000,54500,393697,-0.025044722719141377
2023-11-21,메리츠금융지주,55300,56300,55000,55800,349712,0.023853211009174258
2023-11-22,메리츠금융지주,55300,56000,54500,55700,223409,-0.0017921146953404632
2023-11-23,메리츠금융지주,55300,56000,55100,55700,242746,0.0
2023-11-24,메리츠금융지주,55900,56200,54300,54400,334975,-0.02333931777378817
2023-11-27,메리츠금융지주,54500,55900,54400,55200,375610,0.014705882352941124
2023-11-28,메리츠금융지주,55600,55700,54800,55000,239155,-0.0036231884057971175
2023-11-29,메리츠금융지주,54700,54900,53900,54200,350076,-0.014545454545454528
2023-11-30,메리츠금융지주,54300,55600,54000,55500,523985,0.023985239852398532
2023-11-01,KT&G,85400,87400,85100,87200,228028,0.022274325908558046
2023-11-02,KT&G,87500,88000,87000,87000,163370,-0.002293577981651418
2023-11-03,KT&G,88000,88400,87100,87300,156975,0.0034482758620688614
2023-11-06,KT&G,87300,89700,86700,89700,301504,0.027491408934707806
2023-11-07,KT&G,88900,89800,87600,89800,205168,0.0011148272017837968
2023-11-08,KT&G,89800,89800,88000,88000,228356,-0.020044543429844075
2023-11-09,KT&G,88200,89100,88000,88900,180288,0.010227272727272751
2023-11-10,KT&G,89000,89600,88600,89600,204150,0.007874015748031482
2023-11-13,KT&G,90100,90500,89500,90300,184897,0.0078125
2023-11-14,KT&G,91200,92800,90500,91800,488498,0.01661129568106312
2023-11-15,KT&G,92600,92900,91600,92400,326460,0.006535947712418277
2023-11-16,KT&G,92600,92900,90500,91300,248053,-0.011904761904761862
2023-11-17,KT&G,91300,91600,90400,90700,154161,-0.006571741511500528
2023-11-20,KT&G,90700,91900,90400,91000,222199,0.00330760749724357
2023-11-21,KT&G,91900,91900,90600,91200,206618,0.00219780219780219
2023-11-22,KT&G,90300,91700,90300,91500,122382,0.00328947368421062
2023-11-23,KT&G,90700,91400,90500,90600,155871,-0.00983606557377048
2023-11-24,KT&G,90900,91100,90200,90600,177071,0.0
2023-11-27,KT&G,90600,91300,90300,91000,178105,0.004415011037527616
2023-11-28,KT&G,91300,91300,90500,90600,179689,-0.00439560439560438
2023-11-29,KT&G,90100,90600,88200,88500,334409,-0.023178807947019875
2023-11-30,KT&G,87000,89100,86900,88200,598531,-0.003389830508474523
2023-11-01,SK텔레콤,49150,49500,48850,49200,392201,0.0010172939979653517
2023-11-02,SK텔레콤,49400,49650,49150,49350,520130,0.0030487804878047697
2023-11-03,SK텔레콤,49700,50100,49150,49800,339393,0.00911854103343468
2023-11-06,SK텔레콤,49550,49800,48900,49800,940508,0.0
2023-11-07,SK텔레콤,49350,49550,49200,49250,396697,-0.011044176706827336
2023-11-08,SK텔레콤,49400,49450,48350,48400,770691,-0.017258883248730927
2023-11-09,SK텔레콤,48550,49650,48550,49650,535546,0.025826446280991844
2023-11-10,SK텔레콤,49550,50000,49400,49900,427974,0.0050352467270895485
2023-11-13,SK텔레콤,49950,50400,49700,50200,417731,0.006012024048096087
2023-11-14,SK텔레콤,50600,51300,50100,51300,769125,0.021912350597609542
2023-11-15,SK텔레콤,51700,51800,51000,51300,954723,0.0
2023-11-16,SK텔레콤,51500,51900,51100,51100,564636,-0.003898635477582846
2023-11-17,SK텔레콤,51300,51900,51300,51900,684075,0.015655577299412915
2023-11-20,SK텔레콤,51900,52400,51800,52000,511184,0.0019267822736031004
2023-11-21,SK텔레콤,52000,52300,50800,52100,754456,0.0019230769230769162
2023-11-22,SK텔레콤,51400,52200,51400,52000,416890,-0.0019193857965451588
2023-11-23,SK텔레콤,51600,52300,51600,52000,530676,0.0
2023-11-24,SK텔레콤,51900,51900,51600,51800,569869,-0.0038461538461538325
2023-11-27,SK텔레콤,51900,52300,51600,52200,563515,0.007722007722007707
2023-11-28,SK텔레콤,52200,52500,51900,52300,693039,0.0019157088122605526
2023-11-29,SK텔레콤,52000,52600,51600,51900,805971,-0.007648183556405397
2023-11-30,SK텔레콤,51700,52200,50600,52200,6744768,0.005780346820809301
2023-11-01,삼성전기,124600,129700,124300,128000,450500,0.02976669348350769
2023-11-02,삼성전기,132000,134800,131600,132500,549937,0.03515625
2023-11-03,삼성전기,132100,134900,130800,134200,306419,0.012830188679245236
2023-11-06,삼성전기,135000,139400,134900,139400,402822,0.03874813710879277
2023-11-07,삼성전기,138400,139100,135600,136900,312364,-0.01793400286944047
2023-11-08,삼성전기,138700,138900,132400,132800,287857,-0.02994886778670558
2023-11-09,삼성전기,133500,135100,133400,133500,213771,0.005271084337349352
2023-11-10,삼성전기,132500,134900,132200,134400,160907,0.006741573033707926
2023-11-13,삼성전기,135700,136400,133300,134600,132889,0.0014880952380953438
2023-11-14,삼성전기,135900,137200,133800,134400,147311,-0.0014858841010401136
2023-11-15,삼성전기,136700,138000,135700,137700,328290,0.024553571428571397
2023-11-16,삼성전기,136900,137900,136600,137600,174970,-0.000726216412490932
2023-11-17,삼성전기,136600,139800,136600,139400,266448,0.013081395348837122
2023-11-20,삼성전기,138600,139700,138100,138100,251207,-0.009325681492108995
2023-11-21,삼성전기,138900,140100,137600,137700,223166,-0.002896451846488013
2023-11-22,삼성전기,136700,138700,136500,138000,123705,0.002178649237472685
2023-11-23,삼성전기,138700,139700,138000,138200,110380,0.0014492753623187582
2023-11-24,삼성전기,138600,138800,136900,137000,131307,-0.00868306801736618
2023-11-27,삼성전기,137000,138800,137000,138300,191010,0.009489051094890621
2023-11-28,삼성전기,139300,146700,138900,144000,1058006,0.04121475054229928
2023-11-29,삼성전기,143300,147000,141500,146100,428058,0.014583333333333393
2023-11-30,삼성전기,146600,147900,145600,145700,504729,-0.002737850787132068
2023-11-01,HMM,14600,14930,14600,14860,772826,0.019903912148249825
2023-11-02,HMM,15010,15090,14780,14850,771959,-0.0006729475100941684
2023-11-03,HMM,15030,15100,14870,15030,689214,0.0121212121212122
2023-11-06,HMM,15500,16750,15260,16750,2194857,0.11443779108449759
2023-11-07,HMM,16700,16710,15470,15790,1628369,-0.05731343283582091
2023-11-08,HMM,15790,16760,15640,16400,2316177,0.0386320455984801
2023-11-09,HMM,16200,16940,16200,16390,1732410,-0.0006097560975609762
2023-11-10,HMM,16220,16590,15800,16550,825978,0.009762050030506453
2023-11-13,HMM,16500,16590,16180,16370,772417,-0.010876132930513593
2023-11-14,HMM,16530,16530,15620,15630,1711570,-0.045204642638973724
2023-11-15,HMM,15880,15990,15740,15870,1303051,0.015355086372360827
2023-11-16,HMM,15810,15870,15550,15610,652990,-0.016383112791430343
2023-11-17,HMM,15610,15790,15360,15500,765809,-0.007046764894298563
2023-11-20,HMM,15660,15970,15550,15910,696711,0.02645161290322573
2023-11-21,HMM,15830,16090,15810,16090,748116,0.011313639220615901
2023-11-22,HMM,16000,16340,15840,16190,783247,0.00621504039776255
2023-11-23,HMM,16350,16420,15890,16330,927172,0.00864731315626921
2023-11-24,HMM,16280,16280,15590,15670,1501203,-0.040416411512553596
2023-11-27,HMM,15680,15800,15260,15350,1077546,-0.02042118698149331
2023-11-28,HMM,15470,15670,15370,15470,866727,0.007817589576547324
2023-11-29,HMM,15410,15550,15320,15450,767821,-0.0012928248222365823
2023-11-30,HMM,15450,15900,15210,15490,2614245,0.0025889967637540146
2023-11-01,HD현대중공업,102200,103900,102200,102800,91440,0.006856023506366382
2023-11-02,HD현대중공업,104500,108800,104300,108200,115660,0.05252918287937747
2023-11-03,HD현대중공업,108800,112900,107900,111400,86102,0.02957486136783727
2023-11-06,HD현대중공업,114700,115900,111900,115800,172740,0.039497307001795434
2023-11-07,HD현대중공업,115300,115300,112000,113900,70927,-0.016407599309153698
2023-11-08,HD현대중공업,115300,115300,110800,111000,95189,-0.025460930640913038
2023-11-09,HD현대중공업,110100,112500,109200,110900,92797,-0.0009009009009008917
2023-11-10,HD현대중공업,109800,111400,109300,111400,45823,0.004508566275924331
2023-11-13,HD현대중공업,111500,112900,108000,108100,76685,-0.029622980251346465
2023-11-14,HD현대중공업,109400,110000,107600,108600,74657,0.0046253469010175685
2023-11-15,HD현대중공업,111500,113200,109400,112600,116633,0.036832412523020164
